recording id,timestamp [ns],name,type
480331b9-1cb2-46b0-a13e-a6826d3c0547,1649846372745000000,recording.begin,recording
480331b9-1cb2-46b0-a13e-a6826d3c0547,1649846439146000000,recording.end,recording
