section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px]
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,1,1634117188914276265,1634117189266335265,352,760.156,427.641
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,2,1634117189302338265,1634117189422372265,120,698.602,502.433
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,3,1634117189466323265,1634117189866281265,399,696.31,660.616
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,4,1634117189894348265,1634117189990363265,96,708.257,590.56
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,5,1634117190042469265,1634117190298411265,255,754.519,409.616
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,6,1634117190310424265,1634117190682316265,371,683.796,400.728
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,7,1634117190714428265,1634117191322386265,607,798.321,396.523
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,8,1634117191342359265,1634117192054389265,712,631.078,391.589
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,9,1634117192082561265,1634117193210351265,1127,568.487,409.877
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,10,1634117193254431265,1634117193674334265,419,716.863,555.51
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,11,1634117193690345265,1634117193890314265,199,704.087,517.672
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,12,1634117193918383265,1634117194102339265,183,738.924,584.869
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,13,1634117194110350265,1634117194386294265,275,787.738,574.725
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,14,1634117194534347265,1634117195258360265,724,664.739,527.955
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,15,1634117195310344265,1634117195518381265,208,760.478,685.011
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,16,1634117195562357265,1634117195718400265,156,844.065,747.877
ddbbacb4-5a38-4bfa-89a2-c30d47d82da8,90e19201-e849-43d8-abb3-0a8acfc9a832,17,1634117195770379265,1634117196174390265,404,851.736,899.993
