recording id,timestamp [ns],name,type
90e19201-e849-43d8-abb3-0a8acfc9a832,1634117187797000000,recording.begin,recording
90e19201-e849-43d8-abb3-0a8acfc9a832,1634117253549000000,recording.end,recording
