index,section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg],heatmap_ts,ref_center_x,ref_center_y
245,8ec741f4-8b84-4198-971f-7e54395ae39c,9c55a377-236f-4ef3-a290-a550bd8c92fc,1688463296338973492,623.588,643.178,1.0,,,6.442066102730652,-5.804754817974699,1224.011,1176,779
251,8ec741f4-8b84-4198-971f-7e54395ae39c,9c55a377-236f-4ef3-a290-a550bd8c92fc,1688463296371098492,605.338,636.842,1.0,,,5.057980864916076,-5.332830475272824,1256.136,1330,746
258,8ec741f4-8b84-4198-971f-7e54395ae39c,9c55a377-236f-4ef3-a290-a550bd8c92fc,1688463296406978492,506.247,656.245,1.0,,,-2.44459282812656,-6.800952269769147,1292.016,1302,752
266,8ec741f4-8b84-4198-971f-7e54395ae39c,9c55a377-236f-4ef3-a290-a550bd8c92fc,1688463296446991492,339.374,638.296,1.0,,,-15.069398002746349,-5.38311778495842,1332.029,802,765
271,8ec741f4-8b84-4198-971f-7e54395ae39c,9c55a377-236f-4ef3-a290-a550bd8c92fc,1688463296470958492,341.684,637.234,1.0,,,-14.893361224801207,-5.305495605110794,1355.996,759,781
278,8ec741f4-8b84-4198-971f-7e54395ae39c,9c55a377-236f-4ef3-a290-a550bd8c92fc,1688463296506964492,377.964,620.053,1.0,,,-12.133412768065751,-4.041323886508645,1392.002,857,758
286,8ec741f4-8b84-4198-971f-7e54395ae39c,9c55a377-236f-4ef3-a290-a550bd8c92fc,1688463296546949492,360.406,570.899,1.0,,,-13.440127091465358,-0.3606887642302698,1431.987,851,701
294,8ec741f4-8b84-4198-971f-7e54395ae39c,9c55a377-236f-4ef3-a290-a550bd8c92fc,1688463296586970492,343.949,524.245,1.0,4.0,,-14.698807476912894,3.1222097246235,1472.008,912,648
299,8ec741f4-8b84-4198-971f-7e54395ae39c,9c55a377-236f-4ef3-a290-a550bd8c92fc,1688463296610967492,353.364,527.616,1.0,4.0,,-13.985061080054772,2.8731608813393112,1496.005,804,651
306,8ec741f4-8b84-4198-971f-7e54395ae39c,9c55a377-236f-4ef3-a290-a550bd8c92fc,1688463296646966492,335.598,543.973,1.0,,,-15.317961585638082,1.6486243860083152,1532.004,769,672
