index,section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg],heatmap_ts,ref_center_x,ref_center_y
256,28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464670315682214,554.62,520.826,1.0,1.0,,1.2186263274461195,3.410433385750508,1280.016,1614,502
262,28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464670348134214,444.078,528.536,1.0,,,-7.132191087580938,2.8224000400281475,1312.468,1357,858
268,28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464670375620214,438.405,532.338,1.0,2.0,,-7.559448164659867,2.5355848599163293,1339.954,1400,536
275,28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464670411576214,446.078,531.25,1.0,2.0,,-6.980286129148404,2.618417995757541,1375.91,1392,609
282,28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464670447800214,459.906,515.749,1.0,,,-5.940673548451225,3.787628701530217,1412.134,1399,587
290,28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464670487709214,371.728,518.097,1.0,3.0,,-12.604024729965506,3.5903478540973794,1452.043,1320,523
297,28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464670519768214,388.621,526.347,1.0,3.0,,-11.322347938989903,2.9768500387489447,1484.102,1287,537
303,28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464670551667214,407.597,525.833,1.0,3.0,,-9.88903833297397,3.0194691755501584,1516.001,1306,540
310,28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464670587890214,395.782,528.238,1.0,3.0,,-10.78041670448016,2.83656055607958,1552.224,1286,542
317,28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464670623682214,386.954,511.855,1.0,3.0,,-11.45764350745977,4.062848453551911,1588.016,1277,539
324,28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464670655698214,391.705,514.197,1.0,3.0,,-11.096811204633727,3.88869244740848,1620.032,1280,538
328,28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464670675744214,392.398,515.283,1.0,3.0,,-11.043675257129276,3.807504120795134,1640.078,1275,519
336,28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464670715754214,399.16,517.591,1.0,3.0,,-10.53113272728705,3.636220602090036,1680.088,1287,548
344,28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464670755745214,398.339,525.631,1.0,3.0,,-10.588588523848696,3.0327414349830533,1720.079,1277,559
350,28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464670787878214,405.26,533.21,1.0,3.0,,-10.062330860084032,2.465197184875608,1752.212,1282,565
