index,section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg],heatmap_ts,ref_center_x,ref_center_y
270,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933227295898,223.158,535.355,1.0,,,-23.826382952582424,2.260763699447969,1344.114,101145,-27373
276,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933259292898,252.789,511.065,1.0,,,-21.609868189989164,4.060288490958787,1376.111,1339,548
290,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933327236898,624.553,525.723,1.0,3.0,,6.501219371569053,3.035134045200476,1444.055,1565,-55
297,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933363192898,627.462,526.976,1.0,3.0,,6.720560548360236,2.9403932288723813,1480.011,1326,337
304,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933399227898,621.292,526.109,1.0,3.0,,6.2547940832272335,3.0065589031386097,1516.046,1340,371
318,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933471179898,579.473,512.329,1.0,,,3.09819536906678,4.050027493041299,1587.998,3156,192
326,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933511210898,578.584,518.092,1.0,4.0,,3.0299562547652354,3.615372294072928,1628.029,969,776
332,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933539244898,572.731,505.683,1.0,4.0,,2.5897005823467265,4.552007148493807,1656.063,966,764
338,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933571209898,568.223,494.334,1.0,4.0,,2.250672420261942,5.408757505402228,1688.028,959,739
346,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933611206898,571.51,482.142,1.0,4.0,,2.502284369665841,6.328388357457682,1728.025,1016,737
353,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933643222898,572.519,493.441,1.0,4.0,,2.5761165125629546,5.475664089964898,1760.041,1015,751
358,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933671247898,578.918,499.278,1.0,4.0,,3.0591212599437045,5.034625873606985,1788.066,998,755
365,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933703190898,573.11,498.463,1.0,4.0,,2.619779954785105,5.0967149855340494,1820.009,986,610
370,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933731202898,575.771,507.376,1.0,4.0,,2.8193063971225376,4.423975892768529,1848.021,748,735
377,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933763256898,572.647,533.011,1.0,4.0,,2.579381342400452,2.4903938785242388,1880.075,611,818
385,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933803308898,579.384,529.34,1.0,4.0,,3.088690959086096,2.766965790624957,1920.127,2263,344
393,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933843248898,581.757,533.549,1.0,4.0,,3.2673358464502504,2.4493638670638878,1960.067,-19530,-13582
398,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933871253898,579.403,508.447,1.0,,,3.0937286857828488,4.342859904267895,1988.072,22,701
405,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933903256898,586.722,494.017,1.0,5.0,,3.651248315767047,5.430413685150889,2020.075,918,708
412,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933939232898,583.743,495.287,1.0,5.0,,3.425388100442729,5.335099045427134,2056.051,1012,747
419,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464933975237898,585.612,498.304,1.0,5.0,,3.5659732065318117,5.107236187023345,2092.056,966,739
425,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464934003252898,592.651,548.758,1.0,,,4.088057819746458,1.3020754704602635,2120.071,842,793
432,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464934039213898,623.436,538.2,1.0,,,6.41353861216822,2.0958188811776743,2156.032,908,776
439,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464934075234898,614.88,533.775,1.0,6.0,,5.768520536260817,2.4298471238369013,2192.053,896,772
446,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464934111266898,622.421,529.001,1.0,6.0,,6.339245539118437,2.7886156689850465,2228.085,1038,758
452,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464934139313898,634.003,533.143,1.0,6.0,,7.212614261112155,2.475415477476279,2256.132,913,777
459,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464934175244898,620.646,553.484,1.0,6.0,,6.200459349994832,0.9451883473369752,2292.063,975,799
465,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464934207262898,605.889,537.86,1.0,,,5.088812229340726,2.122797735959119,2324.081,1015,774
473,3a1bc888-83cb-4636-8294-2fb1775b5fdc,854112b0-30c8-461f-a800-22cf9ea2b87c,1688464934247252898,595.476,528.602,1.0,,,4.304205087821118,2.8214296694067174,2364.071,910,768
