index,section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg],heatmap_ts,ref_center_x,ref_center_y
739,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799447865277,768.906,430.849,1.0,10.0,,17.577745380384023,10.05163413717199,3700.101,2436,645
746,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799479851277,753.825,435.695,1.0,10.0,,16.414340751161987,9.709278539919657,3732.087,503,520
752,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799511937277,747.535,435.233,1.0,10.0,,15.935909866008076,9.750910457384744,3764.173,341,647
759,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799547850277,752.823,428.301,1.0,10.0,,16.357233041788138,10.261372659021363,3800.086,-12875,3351
765,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799575889277,756.343,430.359,1.0,10.0,,16.620344008928868,10.103757029980333,3828.125,-6949,1964
772,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799611834277,725.508,438.643,1.0,10.0,,14.249111135009038,9.519662177397656,3864.07,456,817
779,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799647840277,728.145,433.866,1.0,10.0,,14.460703703828989,9.874016002320683,3900.076,1499,633
787,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799687959277,720.53,423.246,1.0,,,13.904193138499863,10.675954712921271,3940.195,403,410
793,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799715854277,788.447,399.049,1.0,,,19.179412019567184,12.384337469819634,3968.09,276,234
800,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799751849277,955.596,385.683,1.0,,,32.16274011700699,12.984100142412284,4004.085,1856,1047
805,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799775856277,981.434,393.509,1.0,11.0,,34.12217877922636,12.350516512282324,4028.092,-822,3478
813,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799815839277,946.978,394.712,1.0,11.0,,31.430870730705347,12.357341539071758,4068.075,1522,616
820,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799851834277,933.52,379.893,1.0,11.0,,30.48419065356101,13.463310488129611,4104.07,808,531
826,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799883841277,935.872,376.312,1.0,11.0,,30.69241984053966,13.71545134529215,4136.077,124,749
832,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799911822277,923.756,384.315,1.0,11.0,,29.69534859352901,13.169800242684548,4164.058,133,738
839,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799947851277,906.795,391.42,1.0,11.0,,28.33577957540524,12.697686429977784,4200.087,2187,521
846,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544799984050277,910.683,385.644,1.0,11.0,,28.67242880248802,13.107580505492894,4236.286,674,833
853,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800015844277,891.708,402.653,1.0,11.0,,27.106364589116847,11.915360493912518,4268.08,1338,622
859,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800047900277,860.464,403.841,1.0,,,24.693448298594607,11.895248139684096,4300.136,2102,520
866,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800083861277,861.577,420.31,1.0,12.0,,24.70367645987095,10.68576625186512,4336.097,2004,569
873,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800115851277,847.128,421.645,1.0,12.0,,23.590282159121767,10.61373325687501,4368.087,2003,565
878,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800143895277,818.244,430.522,1.0,,,21.346501675404618,10.0070874278403,4396.131,2020,572
887,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800187840277,804.964,428.1,1.0,13.0,,20.339905440938423,10.2059255455325,4440.076,2023,563
892,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800211873277,789.103,423.345,1.0,13.0,,19.143306099944947,10.58131102684141,4464.109,-1702,850
898,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800243799277,780.465,436.585,1.0,13.0,,18.443352106019333,9.610793631724984,4496.035,1395,608
906,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800283823277,774.313,430.74,1.0,13.0,,17.99080075908139,10.052806992062624,4536.059,1633,585
916,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800331962277,747.817,408.018,1.0,13.0,,16.03240061493743,11.779740160206265,4584.198,1665,553
918,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800343813277,752.618,408.276,1.0,13.0,,16.399444675944395,11.75384419716713,4596.049,1776,536
926,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800383807277,769.402,394.725,1.0,13.0,,17.732759141420157,12.737351481123122,4636.043,1957,495
931,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800407803277,760.677,392.701,1.0,13.0,,17.06958740939992,12.902024678106573,4660.039,1957,485
938,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800443809277,769.647,398.254,1.0,13.0,,17.738822279068064,12.474441995289924,4696.045,2104,465
945,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800479793277,765.358,402.484,1.0,13.0,,17.39486638050747,12.16650772782667,4732.029,1825,513
951,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800507824277,775.425,400.229,1.0,13.0,,18.17526096397746,12.31832914456815,4760.06,2052,547
958,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800543837277,782.83,410.535,1.0,13.0,,18.706499165004512,11.541137172650188,4796.073,2494,437
966,a3442de2-5909-40ba-939e-6fd822f89c43,8f198991-123b-4b21-a1b6-8fbd0ab687d1,1688544800583852277,692.071,359.892,1.0,,,11.887711411974353,15.457821903769512,4836.088,1919,419
