recording id,timestamp [ns],name,type
16ec46fe-5f01-4f19-ba6b-12a646dc1271,1649770181295000000,recording.begin,recording
16ec46fe-5f01-4f19-ba6b-12a646dc1271,1649770245051000000,recording.end,recording
