section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg]
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497318507253,549.534,504.51,0.0,1,,0.8351173909353123,4.641908744212345
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497322412253,549.565,504.458,0.0,1,,0.8374337189138541,4.6458347784807374
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497330419253,549.701,504.124,0.0,1,,0.8477873267672243,4.67100488786015
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497334365253,549.74,503.959,0.0,1,,0.850743295364981,4.683441115717415
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497338369253,549.782,503.83,0.0,1,,0.8539187905862857,4.693225878232409
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497342340253,549.878,503.664,0.0,1,,0.8611600502428193,4.705752663296126
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497350453253,549.965,503.322,0.0,1,,0.8677753432080862,4.731511298075917
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497355078253,550.093,503.117,0.0,1,,0.8775085058650364,4.746966368267061
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497358606253,550.174,502.968,0.0,1,,0.8836458485572636,4.758247204090251
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497362385253,550.262,502.807,0.0,1,,0.8902920039797314,4.770375538947386
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497370372253,550.327,503.308,0.0,1,,0.8951909949074356,4.732593677727919
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497374392253,550.459,503.218,0.0,1,,0.9051801349986628,4.739356347924027
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497378360253,550.518,503.16,0.0,1,,0.9096399834924335,4.743702882835143
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497382753253,550.568,503.166,0.0,1,,0.9134168690563161,4.743274864438229
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497390431253,550.681,503.392,0.0,1,,0.9219581769671825,4.72619516066155
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497394501253,550.972,503.552,0.0,1,,0.9439914329661199,4.71412838415878
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497398468253,551.244,503.636,0.0,1,,0.9645611369652547,4.707808519027259
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497402355253,551.526,504.031,0.0,1,,0.9858518176241955,4.677979108673396
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497410357253,551.994,504.811,0.0,1,,1.0212049137426258,4.619112289974293
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497414413253,552.083,505.002,0.0,1,,1.0279503428252188,4.604668072182921
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497418879253,552.216,505.25,0.0,1,,1.0379325141225195,4.585975617100349
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497422939253,552.267,505.631,0.0,1,,1.0417594676432982,4.557180152255128
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497430422253,552.226,505.995,0.0,1,,1.0386857219549115,4.529716522704005
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497434335253,552.231,506.157,0.0,1,,1.0390479230439356,4.517465792856941
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497438394253,552.208,506.1,0.0,1,,1.0372699896560784,4.52176682638048
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497442355253,552.185,506.162,0.0,1,,1.0355343022631225,4.517099215551143
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497450407253,552.236,506.487,0.0,1,,1.0393932675689876,4.49255980144471
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497454658253,552.259,506.656,0.0,1,,1.0411307643944634,4.479836278291526
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497458387253,552.261,506.779,0.0,1,,1.0412187807306619,4.47058481335299
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497462349253,552.243,507.112,0.0,1,,1.0398653556529698,4.445421360665335
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497470356253,552.247,507.19,0.0,1,,1.0401736797716914,4.439534380635012
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497474425253,552.222,507.219,0.0,1,,1.038232730431881,4.437310578172174
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497478377253,552.197,507.181,0.0,1,,1.0363473625295787,4.4402249108504295
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497482399253,552.182,507.174,0.0,1,,1.0352307781490941,4.440759762161232
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497490413253,552.267,507.123,0.0,1,,1.041687987734554,4.444559266186374
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497494420253,552.279,507.063,0.0,1,,1.0425601490860141,4.449121277014405
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497498484253,552.286,507.012,0.0,1,,1.0431177986657232,4.452928094736934
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497502369253,552.269,506.97,0.0,1,,1.041809823636773,4.45615332437637
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497510388253,552.235,506.942,0.0,1,,1.0392865809767844,4.4582203721243125
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497514387253,552.223,506.953,0.0,1,,1.038348698834623,4.457437697824951
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497518394253,552.185,506.961,0.0,1,,1.035476798050543,4.456787123964862
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497522477253,552.201,507.228,0.0,1,,1.0366902538486844,4.436661914204217
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497530435253,552.13,510.149,0.0,1,,1.0311100991620736,4.2162140507814705
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497534403253,552.094,511.201,0.0,1,,1.0283076387454633,4.136846932262427
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497538419253,552.049,511.385,0.0,1,,1.0248851054177706,4.122965494609603
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497542366253,551.904,512.188,0.0,1,,1.013868083253655,4.0623282284173445
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497550411253,552.106,511.759,0.0,1,,1.0291662581753276,4.0946913164241225
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497554463253,552.262,511.582,0.0,1,,1.0410013536996903,4.108090245067237
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497558444253,552.366,511.365,0.0,1,,1.0489027479215374,4.124424696778743
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497562364253,552.403,511.556,0.0,1,,1.0516404135117583,4.110029204158239
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497570385253,552.581,511.415,0.0,1,,1.0650840408777724,4.120668434906458
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497574424253,552.741,511.352,0.0,1,,1.0772073371875435,4.125423475686141
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497578569253,552.843,511.417,0.0,1,,1.0849005134058696,4.120491473691745
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497582471253,552.872,511.535,0.0,1,,1.087098297492161,4.11157292817077
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497590457253,553.034,511.196,0.0,1,,1.0993702398118996,4.137182093080853
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497594435253,553.107,511.036,0.0,1,,1.1049519602241826,4.1492175639973725
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497598540253,553.33,510.937,0.0,1,,1.121808796665724,4.156692618044922
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497602366253,553.415,510.811,0.0,1,,1.1282606238060278,4.166217299330701
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497611173253,553.437,511.535,0.0,1,,1.1298417320833603,4.1115494507752866
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497614417253,553.452,511.716,0.0,1,,1.1309454451338838,4.097924061486556
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497618427253,553.513,511.702,0.0,1,,1.1355566864417161,4.098969775111857
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497622539253,553.622,511.625,0.0,1,,1.1438505896089621,4.104762539433065
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497630393253,553.804,511.552,0.0,1,,1.1575946418960414,4.110301822344492
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497634373253,553.952,511.494,0.0,1,,1.1688131914905917,4.114637718062635
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497638362253,554.025,511.611,0.0,1,1,1.1742961806448504,4.1058560898388246
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497642345253,554.102,511.507,0.0,1,1,1.1800957639950067,4.113695112849061
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497650387253,554.713,511.809,0.0,1,1,1.2262674305557049,4.090896201036583
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497654373253,555.04,512.046,0.0,1,1,1.2509793482227387,4.072966284761879
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497658384253,555.286,511.536,0.0,1,1,1.2696689053680776,4.1114147645214345
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497662337253,555.626,510.164,0.0,1,1,1.295447844770114,4.214943973879148
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497670360253,556.97,507.085,0.0,1,1,1.3973491753264005,4.447240220486641
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497674365253,558.23,506.208,0.0,1,1,1.492766899622021,4.513381681937027
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497678364253,559.032,506.729,0.0,1,1,1.553399479860104,4.474036023535742
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497682480253,560.255,506.941,0.0,1,1,1.6458689383695018,4.458000127129081
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497690399253,562.114,507.009,0.0,1,1,1.7864126917812932,4.452713496523712
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497695114253,563.247,506.861,0.0,1,1,1.8721651018564713,4.463807092488805
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497698406253,563.441,506.851,0.0,1,1,1.8868463653030725,4.4645618742361615
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497702415253,563.521,506.858,0.0,1,1,1.8928465571568631,4.464045684203523
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497710386253,564.022,506.582,0.0,1,1,1.9308298173232836,4.484810454746548
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497714363253,564.177,506.466,0.0,1,1,1.9425713606227597,4.493578927586459
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497718409253,564.45,506.647,0.0,1,1,1.963167968923958,4.4799124350167245
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497723386253,564.426,506.551,0.0,1,1,1.961408485852984,4.487168034536688
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497730400253,564.43,506.476,0.0,1,1,1.961686489967482,4.492788975591976
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497734431253,564.547,506.489,0.0,1,1,1.9705390817997812,4.49182307752529
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497738361253,564.537,506.407,0.0,1,1,1.969774791562189,4.498000049136216
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497742414253,564.414,506.537,0.0,1,1,1.9604316332395617,4.488198055678828
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497750378253,564.234,506.183,0.0,1,1,1.9468711300102612,4.514906208092316
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497754484253,564.443,505.594,0.0,1,1,1.9628202511890878,4.559368537132435
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497758412253,564.412,505.336,0.0,1,1,1.9604785358354513,4.578797225173688
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497762391253,564.348,505.19,0.0,1,1,1.9556884880709788,4.589875649848257
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497770374253,564.077,505.237,0.0,1,1,1.935187849974024,4.586342769067048
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497774375253,563.947,505.26,0.0,1,1,1.9252861440664237,4.584607983899215
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497778411253,563.787,505.284,0.0,1,1,1.9132467274491833,4.582831244559522
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497782391253,563.672,505.186,0.0,1,1,1.904506749975521,4.590212473447007
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497790462253,563.401,505.323,0.0,1,1,1.8840353735328768,4.579855620380327
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497794392253,563.277,505.417,0.0,1,1,1.8746460750927536,4.572782077060378
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497799018253,563.144,505.507,0.0,1,1,1.864528112182059,4.566027198106432
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497802393253,563.059,505.514,0.0,1,1,1.8581328445802572,4.565468378680786
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497810419253,562.894,505.135,0.0,1,1,1.8456901489547575,4.594131006646259
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497814410253,562.812,504.906,0.0,1,1,1.8394783308187004,4.6113661390638
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497818407253,562.734,504.728,0.0,1,1,1.833647502359993,4.624833663126039
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497822409253,562.699,504.43,0.0,1,1,1.8310278176932844,4.647318831847357
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497830355253,562.823,503.904,0.0,1,1,1.8404894360115671,4.6870172182203245
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497834410253,562.979,503.787,0.0,1,1,1.8522840147501125,4.695813360551466
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497838390253,563.065,503.807,0.0,1,1,1.8587686634193061,4.6942785791395005
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497846401253,565.345,503.946,1.0,1,1,2.0312971420189823,4.68368578984683
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497850381253,566.319,504.045,1.0,1,1,2.1049406754983284,4.676120540060376
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497854612253,567.254,504.125,1.0,1,1,2.1756221294185343,4.670038702934313
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497858408253,568.027,504.188,1.0,1,1,2.2340974863404157,4.665199560408965
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497866385253,569.477,504.823,1.0,1,1,2.343664766850503,4.617191068472678
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497870336253,570.117,505.115,1.0,1,1,2.392017947533131,4.595078380020978
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497874389253,570.761,505.325,1.0,1,1,2.440720753682212,4.579197841061593
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497878401253,571.329,505.427,1.0,1,1,2.483661301762386,4.57147639799743
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497886402253,573.172,505.816,1.0,1,1,2.623002811415365,4.5419390385022105
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497890395253,573.651,505.901,1.0,1,1,2.659258852455782,4.53547566413584
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497894868253,574.025,506.031,1.0,1,1,2.6874638830900954,4.525625021354271
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497898846253,574.092,506.107,1.0,1,1,2.692513692531405,4.519911393889691
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497906365253,574.084,506.066,1.0,1,1,2.6919261014025517,4.522978662445082
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497910363253,573.952,506.286,1.0,1,,2.6819497441792715,4.5064156956117065
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497914369253,573.787,506.546,1.0,1,,2.669381044617935,4.4867769228015435
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497918394253,573.585,506.687,1.0,1,,2.65405179882099,4.476205928403245
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497926372253,573.096,506.924,1.0,1,,2.6170505990798825,4.4583678757872915
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497930354253,572.822,507.098,1.0,1,,2.596264592297767,4.445225930664194
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497934415253,572.674,507.541,1.0,1,,2.585000124924368,4.411813744732017
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497938367253,572.683,507.672,1.0,1,,2.5856689735774054,4.401954107108293
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497946608253,572.842,508.032,1.0,1,,2.5976659535847393,4.374772453063154
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497950545253,573.078,508.172,1.0,1,,2.615471639863973,4.364159114256049
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497954985253,573.227,508.413,1.0,1,,2.626686360074592,4.345985294883892
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497958473253,573.064,509.792,1.0,1,,2.6140916181596277,4.241988597665513
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497966370253,572.654,511.721,1.0,1,,2.5827733224500053,4.096508846548096
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497970342253,572.459,512.848,1.0,1,,2.567872247511046,4.011467232642287
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497974387253,572.307,513.705,1.0,1,,2.5562036071744965,3.9467915738162023
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1688464497978398253,572.124,514.297,1.0,1,,2.542314415068426,3.9022036763289307
