section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg]
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,1,1688464497222338253,1688464498398363253,1176,574.74,517.382,2.739567528410116,3.669259437931907
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,2,1688464498418340253,1688464498506355253,88,678.161,575.348,10.539396497295828,-0.6969187727635281
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,3,1688464498550733253,1688464498650375253,99,640.586,606.029,7.710394257578083,-3.006670448155082
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,4,1688464498691745253,1688464498802762253,111,445.454,615.03,-7.030569857604872,-3.6856713429087615
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,5,1688464498874416253,1688464499066446253,192,500.688,561.89,-2.8533884225113852,0.3121746628207403
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,6,1688464499102410253,1688464499246422253,144,437.258,528.32,-7.647486445453225,2.8377039934727577
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,7,1688464499330407253,1688464499530455253,200,519.315,406.059,-1.4701427111748886,12.073895051389146
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,8,1688464499570398253,1688464499762451253,192,403.565,426.436,-10.302879755646211,10.482263676753147
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,9,1688464499810418253,1688464499970435253,160,347.429,513.515,-14.444703830369878,3.9244933784191294
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,10,1688464500107349253,1688464500326421253,219,406.881,569.278,-9.932762489689061,-0.24210876192236921
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,11,1688464500382531253,1688464500462415253,79,475.838,543.132,-4.730506487823874,1.7259104217521406
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,12,1688464500618426253,1688464500814549253,196,370.604,600.273,-12.67776414531055,-2.5588798548824014
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,13,1688464500978397253,1688464501078427253,100,271.194,586.723,-20.180572651398336,-1.5212154302251992
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,14,1688464501382416253,1688464501758346253,375,351.143,565.456,-14.139328989179731,0.04652639716647408
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,15,1688464501838363253,1688464502258393253,420,345.64,568.88,-14.554610596065459,-0.20881362469708403
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,16,1688464502298354253,1688464502398425253,100,362.696,425.307,-13.426111364724061,10.529698812912928
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,17,1688464502426363253,1688464503070393253,644,338.18,417.412,-15.319764085747892,11.092142124559281
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,18,1688464503094853253,1688464503166422253,71,302.831,477.535,-17.871984882692676,6.577781765442533
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,19,1688464503246363253,1688464504474419253,1228,370.239,565.144,-12.698069295974248,0.06921346411895679
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,20,1688464504506758253,1688464504778424253,271,338.646,585.377,-15.084921376262491,-1.438341042807497
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,21,1688464504862431253,1688464505062476253,200,274.178,476.33,-20.049825215971655,6.641932942184135
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,22,1688464505178350253,1688464505330564253,152,232.722,496.942,-23.155681320043243,5.086133071573857
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,23,1688464505698384253,1688464505818900253,120,447.368,584.676,-6.878399260164128,-1.4024039872018972
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,24,1688464505938406253,1688464506166468253,228,366.855,565.997,-12.953466850836683,0.0055084383919944534
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,25,1688464506218455253,1688464506310376253,91,466.846,654.75,-5.430631811510455,-6.67989065592853
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,26,1688464506690377253,1688464506874500253,184,548.662,756.769,0.7828873475740366,-14.375331732404451
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,27,1688464506986447253,1688464507158413253,171,642.126,618.97,7.8317356268192375,-3.979117649456036
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,28,1688464507182427253,1688464507266478253,84,605.231,616.295,5.04302834569326,-3.785813297173144
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,29,1688464507458420253,1688464507598407253,139,475.309,570.848,-4.768741416994896,-0.3627839714072268
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,30,1688464507702554253,1688464507834430253,131,329.4,585.837,-15.783140747983738,-1.4705993988664288
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,31,1688464507898378253,1688464508226415253,328,479.194,561.023,-4.475642970511703,0.37755351375392426
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,32,1688464508254468253,1688464508498398253,243,478.396,580.225,-4.536134116516304,-1.0694619301400776
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,33,1688464508558400253,1688464508730403253,172,422.352,487.825,-8.798147494946674,5.8796034055438495
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,34,1688464509030392253,1688464509110417253,80,466.736,434.887,-5.472045033830108,9.883743893177106
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,35,1688464509142404253,1688464509230383253,87,462.326,408.987,-5.834328474563753,11.83456131210849
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,36,1688464509958507253,1688464510102362253,143,354.757,346.653,-14.275618646007617,16.406418681334397
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,37,1688464510942405253,1688464511066400253,123,279.113,416.239,-19.844983388457933,11.096685084795363
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,38,1688464511358411253,1688464512002380253,643,345.927,462.229,-14.628064819006275,7.753577177373616
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,39,1688464512058454253,1688464512490567253,432,249.928,484.827,-21.873556848523737,5.992228552798903
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,40,1688464512522557253,1688464512598368253,75,316.293,500.141,-16.815362052738436,4.906497734525953
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,41,1688464512630353253,1688464512758359253,128,359.473,486.689,-13.562699148461125,5.934960835524458
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,42,1688464512822474253,1688464513098612253,276,398.451,433.736,-10.680669154625576,9.930088960516011
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,43,1688464513118358253,1688464513338408253,220,411.591,427.933,-9.68764083800648,10.376005423246928
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,44,1688464513478433253,1688464513698403253,219,455.724,508.737,-6.259598238678638,4.315119597072464
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,45,1688464513726407253,1688464514035099253,308,435.302,600.982,-7.792672798407229,-2.6272180209084257
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,46,1688464514102374253,1688464514274424253,172,361.766,648.242,-13.386107916126228,-6.140139793231408
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,47,1688464514382696253,1688464514534425253,151,365.878,708.116,-13.174452866655544,-10.615435535678081
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,48,1688464514654381253,1688464514766448253,112,307.846,689.306,-17.554492149610294,-9.145950445840201
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,49,1688464514898437253,1688464515022412253,123,361.73,708.708,-13.492357856402128,-10.654988274341468
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,50,1688464515042406253,1688464515106401253,63,322.755,708.396,-16.46687385245175,-10.583038065293804
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,51,1688464515358400253,1688464515422381253,63,451.551,609.19,-6.567925226590743,-3.2475922608473238
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,52,1688464515442409253,1688464515674440253,232,478.293,592.24,-4.545013913213134,-1.9748040970050913
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,53,1688464515698492253,1688464515762392253,63,525.737,579.77,-0.9628752468791306,-1.0366145315148914
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,54,1688464515794900253,1688464515886420253,91,581.282,570.221,3.2292490109805954,-0.3159873454384564
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,55,1688464515914436253,1688464516330396253,415,618.5,483.919,6.062441962855273,6.185062653233275
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,56,1688464516490535253,1688464516642451253,151,595.875,503.2,4.340971015540935,4.736564932483443
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,57,1688464516670369253,1688464516870464253,200,592.978,561.322,4.111937012392012,0.35503512177889873
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,58,1688464517138426253,1688464517246439253,108,627.267,520.683,6.708025510101194,3.4142320359047043
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,59,1688464517446466253,1688464517678419253,231,384.65,614.966,-11.624759878076663,-3.6630934871908702
2dc6effc-e5f5-45d5-b568-fde158cd285a,615b648c-6e41-46af-b77a-a03876081eea,60,1688464517730395253,1688464517930423253,200,356.773,608.306,-13.726680337093493,-3.154691230347265
