recording id,timestamp [ns],name,type
9936ee0d-43f3-49ca-94dc-e0c3a987e685,1649845340556000000,recording.begin,recording
9936ee0d-43f3-49ca-94dc-e0c3a987e685,1649845402939000000,recording.end,recording
