section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [G],acceleration y [G],acceleration z [G],roll,pitch
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510333833411,-0.792683,2.621951,-0.060976,-0.140625,-0.990845,0.121094,7.073065460383617,89.57251384963627
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510338773411,-0.792683,2.439024,-0.304878,-0.139343,-0.993591,0.11792,7.144492728822939,89.14494742845909
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510343713411,-0.792683,2.378049,-0.609756,-0.140442,-0.992676,0.119019,7.216066482168799,88.7174901055397
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510348653411,-0.792683,2.378049,-0.670732,-0.13855,-0.989807,0.118713,7.286949035406138,88.29000475291502
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510353593411,-0.853659,2.134146,-0.853659,-0.13739,-0.987183,0.114624,7.35619542910095,87.86224906280944
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510358533411,-0.853659,2.134146,-0.97561,-0.134399,-0.985901,0.116455,7.424143473454336,87.43442769579644
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510363473411,-0.731707,2.012195,-0.97561,-0.135132,-0.985168,0.116821,7.491749840340162,87.00737926020201
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510368413411,-0.792683,1.890244,-0.97561,-0.134216,-0.983826,0.115295,7.558344465264469,86.58012955145125
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510373353411,-0.792683,1.829268,-0.97561,-0.135864,-0.981506,0.114746,7.625370954177924,86.15315649465128
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510378293411,-0.670732,1.890244,-0.792683,-0.133911,-0.979248,0.115845,7.691945239748065,85.72687992035014
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510383233411,-0.548781,1.95122,-0.609756,-0.134888,-0.979919,0.118591,7.7591532272221855,85.30146781629571
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510388173411,-0.426829,1.707317,-0.548781,-0.136169,-0.979492,0.114441,7.82564962994519,84.87696042112793
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510393113411,-0.121951,1.768293,-0.243902,-0.134521,-0.978394,0.116089,7.891824127591377,84.45412763896326
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510398053411,0.060976,1.829268,-0.304878,-0.127563,-0.977661,0.114075,7.955199969216665,84.03205259646131
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510402993411,0.060976,1.707317,-0.060976,-0.135376,-0.977966,0.116699,8.02133463473615,83.61071493086882
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510407933411,0.304878,1.707317,0.182927,-0.131165,-0.976807,0.118225,8.085735119749444,83.19065221411728
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510412873411,0.426829,1.646341,0.426829,-0.132019,-0.981384,0.116272,8.14997346816557,82.77153014548685
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510417813411,0.426829,1.646341,0.487805,-0.134583,-0.979004,0.113342,8.215385604654188,82.35289754596329
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510422753411,0.426829,1.646341,0.731707,-0.132629,-0.977234,0.112732,8.280103536952481,81.93452114447462
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510427693411,0.365854,1.707317,1.097561,-0.136169,-0.980774,0.115723,8.346580299271466,81.51640846547195
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510432633411,0.487805,1.585366,1.280488,-0.137085,-0.978821,0.11499,8.4130002677949,81.09935207262038
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510437573411,0.426829,1.646341,1.402439,-0.133362,-0.979248,0.112183,8.47806741510064,80.68215779306229
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510442513411,0.365854,1.768293,1.52439,-0.135132,-0.979858,0.114197,8.54444379430501,80.26516153525245
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510447453411,0.426829,1.95122,1.707317,-0.135315,-0.977112,0.115234,8.611990712660884,79.84891929778723
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510452393411,0.487805,1.890244,1.890244,-0.138245,-0.975769,0.114624,8.680642412416859,79.43360171748719
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510457333411,0.487805,1.768293,1.768293,-0.135742,-0.976746,0.114075,8.74731838540498,79.01853266817568
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510462273411,0.243902,1.890244,1.829268,-0.136414,-0.981812,0.114014,8.81450227669174,78.60269478079476
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510467213411,0.243902,1.95122,2.012195,-0.142212,-0.981934,0.113647,8.884540880827842,78.18767427308251
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510472153411,0.304878,2.073171,2.073171,-0.143188,-0.981079,0.114929,8.955568802403747,77.77348234138151
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510477093411,0.243902,2.073171,1.768293,-0.141724,-0.983032,0.116333,9.025364062616688,77.35929373276451
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510482033411,0.304878,2.073171,1.707317,-0.140198,-0.982117,0.114868,9.094326343835917,76.94577883587198
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510486973411,0.304878,2.073171,1.768293,-0.141724,-0.984192,0.119324,9.163716376492488,76.53283282568628
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510491913411,0.182927,2.073171,1.707317,-0.144531,-0.985596,0.119446,9.2339973482878,76.11991949152605
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510496853411,0.243902,2.012195,1.585366,-0.145996,-0.98645,0.116394,9.304246980527608,75.70785861485422
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510501793411,0.243902,2.073171,1.52439,-0.145447,-0.984314,0.116089,9.374419736221483,75.29626827284426
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510506733411,0.243902,2.012195,1.402439,-0.14502,-0.983521,0.117615,9.443807448046442,74.88514757483574
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510511673411,0.243902,2.073171,1.158537,-0.145386,-0.984924,0.120544,9.513022782410417,74.47450280381224
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510516613411,0.243902,2.073171,0.914634,-0.143433,-0.985352,0.118713,9.580808527574533,74.064197590942
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510521553411,0.243902,1.95122,0.792683,-0.14917,-0.984436,0.119141,9.65019569110143,73.65476626592869
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510526493411,0.182927,2.012195,0.609756,-0.147644,-0.985413,0.119446,9.718634403963563,73.24541360116865
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510531433411,0.121951,1.890244,0.609756,-0.145752,-0.985474,0.120422,9.785402311423013,72.83618793076269
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510536373411,0.121951,1.829268,0.609756,-0.146545,-0.987854,0.119141,9.851827223197375,72.42753216136953
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510541313411,0.121951,2.012195,0.487805,-0.14447,-0.986023,0.120605,9.917866611995663,72.01927583846157
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510546253411,0.182927,1.707317,0.243902,-0.145325,-0.984131,0.119019,9.982338352049453,71.61190378162871
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510551193411,-0.0,1.585366,0.426829,-0.145081,-0.983398,0.119751,10.04619053463162,71.20423621677267
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510556133411,-0.243902,1.52439,0.548781,-0.143433,-0.98175,0.121582,10.109048847145345,70.79588729368959
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510561073411,-0.243902,1.52439,0.365854,-0.144592,-0.979126,0.12262,10.172028754475463,70.38816555635373
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510566013411,-0.243902,1.402439,0.365854,-0.145996,-0.980469,0.12262,10.23470781954947,69.98110608161517
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510570953411,-0.426829,1.280488,0.365854,-0.143555,-0.981445,0.120056,10.29538778976547,69.57356509855018
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510575893411,-0.487805,1.280488,0.304878,-0.143433,-0.981201,0.121094,10.355641306291375,69.16629408284666
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510580833411,-0.609756,1.219512,0.426829,-0.144531,-0.984192,0.124634,10.415833634343471,68.75910856681085
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510585773411,-0.487805,1.158537,0.304878,-0.144958,-0.98407,0.117859,10.475473114304492,68.35308750549268
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510590713411,-0.609756,0.97561,0.243902,-0.141785,-0.9823,0.121704,10.532536436354661,67.94691148776633
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510595653411,-0.853659,1.097561,0.365854,-0.145203,-0.985229,0.117676,10.591479937311647,67.54031420168116
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510600593411,-0.914634,1.036585,0.243902,-0.14502,-0.986084,0.118958,10.649479948288501,67.13398378102181
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510605533411,-0.792683,1.036585,0.304878,-0.142883,-0.981506,0.116028,10.706646965607234,66.72878035793318
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510610473411,-0.853659,1.158537,0.304878,-0.144836,-0.981079,0.117249,10.764991343815268,66.3240039942367
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510615413411,-0.792683,1.219512,0.182927,-0.144226,-0.982849,0.119019,10.822659131038051,65.92005545620785
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510620353411,-0.853659,1.280488,0.182927,-0.143738,-0.984802,0.116089,10.879951922518899,65.51634470474548
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510625293411,-0.853659,1.402439,0.121951,-0.143799,-0.982849,0.119324,10.937496280954292,65.1132618109205
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510630233411,-0.670732,1.280488,0.121951,-0.141907,-0.983887,0.11969,10.993227622380601,64.71159787454815
ce3f8dbb-af9b-4011-9784-e87aeef1e247,bf8dd17a-0203-4e87-b60a-0d29d0d10502,1649840510635173411,-0.609756,1.463415,0.0,-0.1427,-0.986206,0.117981,11.049420330055057,64.31080238440211
