recording id,timestamp [ns],name,type
10d1ca99-39bb-4a08-ae75-6cda65bfd412,1638439470058000000,recording.begin,recording
10d1ca99-39bb-4a08-ae75-6cda65bfd412,1638439538265000000,recording.end,recording
