section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg]
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463100967067772,549.474,494.956,0.0,1,,0.8312166837589643,5.362932048964945
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463100971060772,549.487,494.948,0.0,1,,0.832169134348577,5.363581086475589
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463100979056772,549.468,494.924,0.0,1,,0.8307244800758364,5.3653622199004625
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463100983065772,549.459,494.913,0.0,1,,0.8300275203043874,5.366221649217242
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463100987043772,549.466,494.904,0.0,1,,0.8305548815747745,5.36690087253134
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463100991103772,549.48,494.895,0.0,1,,0.8316182463304463,5.367575138243739
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463100999127772,549.489,494.873,0.0,1,,0.8323637003201568,5.369219587286865
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101003109772,549.494,494.863,0.0,1,,0.8327202356111818,5.370006923824493
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101007067772,549.498,494.848,0.0,1,,0.8330446543946857,5.371075664260892
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101011070772,549.498,494.836,0.0,1,,0.8330500960511721,5.3720200184243625
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101019073772,549.487,494.827,0.0,1,,0.8321912744313096,5.3727112579179765
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101023073772,549.482,494.821,0.0,1,,0.8317942466930767,5.373109931838783
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101027073772,549.488,494.816,0.0,1,,0.8322844228248706,5.373536174712521
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101031379772,549.499,494.806,0.0,1,,0.8331122483032213,5.374286474513884
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101039065772,549.499,494.794,0.0,1,,0.83307148923,5.37518730247515
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101043101772,549.499,494.788,0.0,1,,0.833062633200889,5.375647642574508
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101047135772,549.516,494.776,0.0,1,,0.8343665496845774,5.376561449407719
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101055054772,549.421,494.791,0.0,1,,0.8271617881564953,5.375431799446727
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101059124772,549.378,494.803,0.0,1,,0.8239494914790328,5.374500225557067
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101063124772,549.339,494.815,0.0,1,,0.8210053262226662,5.373621582853237
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101067190772,549.309,494.823,0.0,1,,0.8186804964018117,5.3729938424294215
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101075098772,549.262,494.825,0.0,1,,0.8151732670235291,5.3728389956227565
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101079054772,549.221,494.828,0.0,1,,0.8120540471034221,5.372605342055582
