section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [G],acceleration y [G],acceleration z [G],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101905690772,1.707317,1.158537,0.670732,-0.090332,-0.969299,-0.165771,7.532199053147991,85.40483056908079,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101910630772,1.585366,1.341463,0.853659,-0.090637,-0.966431,-0.167542,7.578896958523416,84.98810387941876,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101915570772,1.280488,1.402439,0.731707,-0.092957,-0.972107,-0.168945,7.626582435457323,84.57016933443049,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101920510772,0.97561,1.402439,0.853659,-0.094666,-0.974487,-0.167542,7.674924693440886,84.15104468091351,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101925450772,0.97561,1.463415,0.97561,-0.092407,-0.97406,-0.167603,7.722652978736619,83.73210059980664,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101930390772,0.853659,1.463415,0.853659,-0.09375,-0.972778,-0.168091,7.770904588751279,83.3128850286393,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101935330772,0.670732,1.585366,1.097561,-0.091003,-0.973938,-0.165344,7.818637927612571,82.89296049956613,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101940270772,0.426829,1.52439,1.280488,-0.092712,-0.975952,-0.165466,7.86679362044768,82.47221435945954,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101945210772,0.304878,1.707317,1.219512,-0.097412,-0.974548,-0.164917,7.917814066767306,82.05138131019083,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101950150772,0.060976,1.646341,1.402439,-0.094666,-0.971558,-0.166626,7.967581883684318,81.6295920159148,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101955090772,0.121951,1.707317,1.52439,-0.096191,-0.973877,-0.166626,8.01824287160764,81.20851660998449,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101960030772,-0.060976,1.95122,1.52439,-0.096497,-0.974609,-0.165588,8.070145318824103,80.78690627393871,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101964970772,-0.365854,1.890244,1.585366,-0.098145,-0.974243,-0.166626,8.1224602590122,80.36424001539262,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101969910772,-0.426829,1.95122,1.585366,-0.093445,-0.975281,-0.168152,8.172996530989195,79.94145921863992,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101974850772,-0.304878,2.073171,1.219512,-0.095276,-0.97644,-0.166565,8.224465470130895,79.51970826723448,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101979790772,-0.304878,2.195122,1.219512,-0.093323,-0.976379,-0.163452,8.275625332094819,79.0982840010036,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101984730772,-0.487805,2.378049,1.219512,-0.096069,-0.977051,-0.166077,8.32871838810263,78.67647165439331,,,,,
6498842a-e724-4a14-b9ed-ffb66d4abeac,37eb8b4c-3c30-445c-b4db-773cc7ac99eb,1688463101989670772,-0.609756,2.378049,1.036585,-0.095337,-0.976257,-0.164978,8.381264748223174,78.25443421212162,,,,,
