section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [G],acceleration y [G],acceleration z [G],roll,pitch
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197618289470,2.134146,2.195122,0.426829,-0.085022,-0.984863,0.070129,7.047646911702685,89.58431408908837
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197623229470,1.95122,2.134146,0.731707,-0.086914,-0.987366,0.072632,7.095730595061582,89.16781215544148
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197628169470,2.012195,2.073171,0.853659,-0.083191,-0.989197,0.074829,7.141869132915275,88.75151551773155
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197633109470,2.012195,2.012195,0.731707,-0.085938,-0.990967,0.071411,7.188810910361525,88.33537955089446
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197638049470,1.95122,2.012195,0.670732,-0.086548,-0.989075,0.070618,7.2360730965345965,87.91905780661898
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197642989470,1.829268,1.95122,0.731707,-0.090881,-0.984863,0.071167,7.2850596272022585,87.50242429140803
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197647929470,1.890244,1.890244,0.487805,-0.091492,-0.987244,0.071411,7.333842880708801,87.08622859920513
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197652869470,1.768293,1.95122,0.731707,-0.086914,-0.986633,0.073242,7.381020623084396,86.66940840781359
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197657809470,1.707317,1.890244,0.792683,-0.087158,-0.987915,0.077271,7.427946546140532,86.25246000991126
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197662749470,1.707317,1.890244,0.792683,-0.091553,-0.985962,0.075623,7.476814161601737,85.83587367096789
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197667689470,1.585366,1.768293,0.792683,-0.093445,-0.98822,0.079346,7.525769012872729,85.41895518032089
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197672629470,1.52439,1.585366,0.853659,-0.091553,-0.988403,0.077576,7.572991379698749,85.0018826780651
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197677569470,1.463415,1.585366,0.792683,-0.088379,-0.986511,0.081177,7.618850960708329,84.58462664382807
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197682509470,1.402439,1.52439,0.670732,-0.090393,-0.988098,0.081726,7.665113439122024,84.1673901783405
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197687449470,1.402439,1.463415,0.548781,-0.091614,-0.991272,0.085327,7.711355640489273,83.7504540522176
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1649775197692389470,1.463415,1.341463,0.609756,-0.089233,-0.989441,0.082703,7.756019670187044,83.33402286393147
