section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px]
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,1,1649775196748713470,1649775197845063470,1096,565.369,429.728
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,2,1649775197880674470,1649775198756743470,876,472.111,476.196
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,3,1649775198780701470,1649775199400740470,620,569.71,418.93
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,4,1649775199421297470,1649775200357002470,935,599.035,517.35
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,5,1649775200396917470,1649775201160740470,763,538.719,569.995
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,6,1649775201188742470,1649775201512722470,323,608.319,601.904
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,7,1649775201556855470,1649775201856686470,299,695.905,671.373
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,8,1649775201924682470,1649775202580781470,656,480.692,451.374
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,9,1649775202604743470,1649775202824731470,219,429.419,466.175
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,10,1649775202860706470,1649775203904727470,1044,487.051,435.19
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,11,1649775203912724470,1649775204408691470,495,511.823,466.875
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,12,1649775204436710470,1649775204868773470,432,541.025,542.881
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,13,1649775204848713470,1649775205804846470,956,561.829,563.742
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,14,1649775205808688470,1649775206036715470,228,546.382,582.086
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,15,1649775206060716470,1649775206392724470,332,498.547,612.071
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,16,1649775206432706470,1649775206676726470,244,610.969,583.324
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,17,1649775206712720470,1649775206864739470,152,430.694,616.73
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,18,1649775206940706470,1649775207476719470,536,111.667,611.666
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,19,1649775207532706470,1649775207752744470,220,367.489,656.221
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,20,1649775207776709470,1649775207972697470,195,416.059,660.37
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,21,1649775208044690470,1649775208424717470,380,141.977,575.872
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,22,1649775208448731470,1649775208904728470,455,283.772,550.573
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,23,1649775208920709470,1649775209556727470,636,299.288,577.494
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,24,1649775209564700470,1649775210477266470,912,304.908,551.495
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,25,1649775210492734470,1649775210656748470,164,348.743,567.589
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,26,1649775210708761470,1649775211072722470,363,243.407,807.639
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,27,1649775211108725470,1649775211496746470,388,310.892,708.798
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,28,1649775211528709470,1649775211796680470,267,446.173,697.199
b039bef1-92a5-45d2-a73e-05e1758c0c8c,90bcfb34-bdf6-4f33-82e1-f0a94bd0d6b4,29,1649775211836767470,1649775213164727470,1327,540.602,730.306
