index,section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,ref_center_x,ref_center_y
650,6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3268.035,575.596,665.957,1.0,16.0,,554,665
657,6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3304.075,587.412,654.792,1.0,16.0,,564,653
663,6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3336.065,605.764,646.087,1.0,16.0,,581,643
671,6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3378.514,595.373,648.311,1.0,16.0,,573,642
678,6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3408.067,572.362,659.102,1.0,16.0,,548,651
683,6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3436.078,537.863,680.639,1.0,,,517,671
690,6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3468.111,391.06,713.61,1.0,,,368,705
697,6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3504.017,319.801,716.9,1.0,17.0,,294,708
703,6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3536.067,311.943,700.605,1.0,17.0,,291,690
711,6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3576.081,271.861,701.093,1.0,17.0,,253,689
718,6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3608.158,320.46,698.506,1.0,,,297,686
722,6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3628.084,332.409,708.107,1.0,,,307,694
729,6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3666.032,280.449,710.394,1.0,18.0,,260,694
736,6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3698.037,289.53,712.307,1.0,18.0,,268,695
744,6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3738.024,292.744,707.795,1.0,,,275,690
