section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px]
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,1,1634117966238478593,1634117966394529593,156,518.678,341.291
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,2,1634117966434518593,1634117966522386593,87,479.166,261.523
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,3,1634117966562428593,1634117966686507593,124,467.08,271.226
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,4,1634117966950327593,1634117967030335593,80,275.132,538.808
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,5,1634117967050367593,1634117967182387593,132,244.54,550.182
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,6,1634117967218529593,1634117967310534593,92,250.987,539.888
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,7,1634117967347033593,1634117967537327593,190,59.16,498.682
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,8,1634117967653354593,1634117967813295593,159,376.56,490.506
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,9,1634117967829223593,1634117967926046593,96,408.074,479.346
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,10,1634117967953982593,1634117968086577593,132,342.066,483.658
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,11,1634117968101979593,1634117968478566593,376,364.702,480.503
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,12,1634117968594592593,1634117968702490593,107,603.2,434.412
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,13,1634117968698588593,1634117968882484593,183,628.069,434.553
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,14,1634117968894513593,1634117969102629593,208,571.37,435.889
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,15,1634117969158535593,1634117969382540593,224,735.199,538.156
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,16,1634117969470515593,1634117969634561593,164,589.796,654.76
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,17,1634117969698510593,1634117969806491593,107,304.484,707.409
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,18,1634117969868460593,1634117969948465593,80,290.658,710.074
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,19,1634117970060474593,1634117970244494593,184,180.428,579.564
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,20,1634117970316479593,1634117970812946593,496,86.84,473.295
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,21,1634117970836963593,1634117970945168593,108,208.042,483.748
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,22,1634117970997124593,1634117971077150593,80,411.117,295.158
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,23,1634117971137184593,1634117971213169593,75,395.935,311.847
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,24,1634117971233226593,1634117971601219593,367,426.431,262.278
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,25,1634117971657104593,1634117971801174593,144,459.48,263.178
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,26,1634117971821139593,1634117972149112593,327,422.362,275.846
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,27,1634117972217175593,1634117972357012593,139,397.06,281.686
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,28,1634117972377155593,1634117972765142593,387,397.857,288.149
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,29,1634117972797163593,1634117973329118593,531,397.526,299.39
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,30,1634117973355397593,1634117973441150593,85,456.024,313.886
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,31,1634117973449133593,1634117973789309593,340,400.585,322.102
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,32,1634117973817136593,1634117974041151593,224,377.906,337.071
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,33,1634117974125188593,1634117974345193593,220,363.55,350.392
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,34,1634117974441357593,1634117974625166593,183,373.905,369.772
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,35,1634117974765152593,1634117975253523593,488,356.259,379.021
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,36,1634117975261539593,1634117975394215593,132,324.476,393.183
6813f6c0-8ec4-49df-95d6-10a5bed4b42d,febe596d-e46a-41c3-aafc-b9e8052acf92,37,1634117975402178593,1634117975642166593,239,319.823,384.24
