section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg]
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1,1688464291595275226,1688464292259302226,664,551.839,514.559,1.0088227483715901,3.883432348604043
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,2,1688464292291159226,1688464292399415226,108,628.756,538.216,6.815141221010364,2.0941089940885553
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,3,1688464292431021226,1688464292994995226,563,673.074,525.104,10.166267750078328,3.073148548626693
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,4,1688464293026991226,1688464293135125226,108,605.606,477.78,5.088607626640557,6.651109535068291
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,5,1688464293155118226,1688464294335132226,1180,635.827,430.696,7.425855813917358,10.186630550927678
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,6,1688464294371143226,1688464294959005226,587,595.179,482.141,4.296183275471004,6.324676105924371
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,7,1688464294983610226,1688464295318985226,335,535.668,481.059,-0.21430845808751595,6.412095975682867
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,8,1688464295567264226,1688464295875070226,307,437.531,493.416,-7.644458031983723,5.464180154935778
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,9,1688464295907175226,1688464295987172226,79,462.732,505.647,-5.7308800613746484,4.549214647082088
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,10,1688464296067173226,1688464297131313226,1064,493.837,520.539,-3.3748190869149317,3.4305301057731876
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,11,1688464297167205226,1688464297606990226,439,570.756,508.622,2.4397674082804466,4.330438312221185
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,12,1688464297647112226,1688464297887238226,240,498.543,491.14,-3.0256561994779405,5.648786501464356
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,13,1688464297942984226,1688464298143071226,200,486.196,435.97,-3.987488990879061,9.80869081983223
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,14,1688464298175042226,1688464298399130226,224,546.892,394.611,0.6446482182330527,12.939491191426702
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,15,1688464298430998226,1688464299687028226,1256,607.228,415.397,5.257775090088165,11.354165574073873
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,16,1688464299715229226,1688464300219130226,503,555.365,427.964,1.2876728727190803,10.419847399154365
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,17,1688464300263360226,1688464301167388226,904,416.067,458.995,-9.303694154849994,8.044048109779883
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,18,1688464301211165226,1688464301595060226,383,551.352,535.095,0.9710268642095822,2.3338031345379155
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,19,1688464301627148226,1688464301775209226,148,538.623,562.289,0.009771000334553375,0.28205417526999993
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,20,1688464301807034226,1688464302047280226,240,520.357,571.858,-1.3688532940817042,-0.43975293482552485
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,21,1688464302087342226,1688464302183180226,95,608.964,575.89,5.31833705039575,-0.7423320689681039
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,22,1688464302267048226,1688464302959154226,692,587.705,510.495,3.72100751698009,4.187532589432231
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,23,1688464302999364226,1688464303115052226,115,639.397,483.748,7.645848039538712,6.191352173582906
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,24,1688464303167022226,1688464303299222226,132,728.442,486.237,14.38831108906353,5.96151253804152
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,25,1688464303547004226,1688464303707085226,160,800.449,440.815,19.955057021463556,9.271334381490007
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,26,1688464303739213226,1688464303863299226,124,752.295,435.187,16.29894150077919,9.74891061350748
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,27,1688464303895298226,1688464304059191226,163,776.644,436.796,18.151341200551823,9.599953018908124
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,28,1688464304203072226,1688464304335298226,132,822.108,404.844,21.740830014658115,11.895956526990659
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,29,1688464304431191226,1688464305079210226,648,878.217,454.127,25.84566805896582,8.183913682268928
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,30,1688464305107222226,1688464305195211226,87,894.905,479.346,27.040050012220586,6.323159618078348
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,31,1688464305215136226,1688464305903128226,687,885.003,481.117,26.280508989962268,6.205190843029131
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,32,1688464305991158226,1688464306159167226,168,629.367,428.984,6.935005581992293,10.319105153169678
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,33,1688464306191481226,1688464306331165226,139,569.52,407.121,2.3768329577136105,11.991373101800956
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,34,1688464306399179226,1688464306619287226,220,418.622,481.366,-9.086379183300673,6.363746012163283
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,35,1688464306651800226,1688464306799130226,147,354.48,475.178,-13.95734078395939,6.792485079842394
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,36,1688464306831239226,1688464306999308226,168,345.057,507.925,-14.629494201679256,4.340832773263227
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,37,1688464307027170226,1688464307179150226,151,348.916,453.861,-14.416495248271977,8.381203241729496
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,38,1688464307215522226,1688464307407248226,191,330.041,398.033,-16.00135722046248,12.527417040140877
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,39,1688464307467239226,1688464307875049226,407,456.72,504.102,-6.1863380385891436,4.664451613029557
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,40,1688464307943070226,1688464308059122226,116,347.821,406.38,-14.612068532077744,11.928254308873093
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,41,1688464308095130226,1688464308331131226,236,254.166,417.265,-21.753009345595697,10.980343551235187
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,42,1688464308439362226,1688464308571048226,131,338.643,427.301,-15.258365664683746,10.354450828504934
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,43,1688464308671148226,1688464308891501226,220,338.23,506.813,-15.147134640030197,4.420732837935449
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,44,1688464308959140226,1688464309051106226,91,469.466,504.331,-5.222001697916319,4.649639967694589
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,45,1688464309075114226,1688464309275162226,200,499.266,485.871,-2.9723306369754954,6.0464054138068315
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,46,1688464309323253226,1688464309555115226,231,433.407,540.197,-7.9346733395811135,1.9438146876221043
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,47,1688464309683137226,1688464309931208226,248,362.048,407.417,-13.518910257159718,11.868022270523799
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,48,1688464310079144226,1688464310259002226,179,370.864,481.624,-12.70595231738699,6.320540538329934
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,49,1688464310835198226,1688464311087026226,251,496.207,482.951,-3.2049947591907495,6.266247334280189
68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,50,1688464311107021226,1688464311367224226,260,556.617,516.662,1.3698480545355598,3.724540445257247
