recording id,timestamp [ns],name,type
d2d92991-4b37-4b41-93dd-617b24b9b28a,1634115208539000000,recording.begin,recording
d2d92991-4b37-4b41-93dd-617b24b9b28a,1634115274102000000,recording.end,recording
