section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg]
28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464669035666214,564.018,526.893,0.0,1,,1.92822470900198,2.9522991337586353
28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464669035682214,564.018,526.893,0.0,1,,1.92822470900198,2.9522991337586353
28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464669039664214,563.798,526.812,0.0,1,,1.9115685853279227,2.9584510147767946
28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464669043661214,563.595,526.735,0.0,1,,1.8962397963081197,2.9642523590357577
28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464669051618214,563.192,526.208,0.0,1,,1.8658453686422984,3.0039823847058735
28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464669055731214,563.209,526.212,0.0,1,,1.8671406617969175,3.0036776533068483
28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464669059663214,562.767,526.2,0.0,1,,1.8337811943476432,3.0046390822028366
28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464669063661214,562.359,526.192,0.0,1,,1.8029758605028197,3.0052259833627164
28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464669071687214,560.009,526.368,0.0,1,,1.625419591380204,2.9920811639672644
28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464669075677214,558.328,526.19,0.0,1,,1.4984500117458766,3.0055618554835974
28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464669079621214,557.551,526.26,0.0,1,,1.4397373741164494,3.0002671021705396
28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464669083706214,556.798,526.326,0.0,1,,1.3828466583763428,2.9953021662417183
28f843bc-e479-4eae-8f5e-e40bc1fd0ba3,7d833f16-505e-4c5d-9843-ed68470cfae3,1688464669091667214,555.453,525.535,0.0,1,,1.2812496200347454,3.055074625799286
