index,timestamp [ns],gaze x [px],gaze y [px],ref_center_x,ref_center_y
0,1651661005100000000,428.3548333333333,413.7968333333333,418,413
0,1651661005100000000,428.3548333333333,413.7968333333333,417,411
0,1651661005100000000,428.3548333333333,413.7968333333333,415,410
0,1651661005100000000,428.3548333333333,413.7968333333333,413,410
0,1651661005100000000,428.3548333333333,413.7968333333333,411,410
0,1651661005100000000,428.3548333333333,413.7968333333333,409,410
0,1651661005100000000,428.3548333333333,413.7968333333333,407,411
0,1651661005100000000,428.3548333333333,413.7968333333333,406,411
0,1651661005100000000,428.3548333333333,413.7968333333333,404,412
0,1651661005100000000,428.3548333333333,413.7968333333333,402,414
0,1651661005100000000,428.3548333333333,413.7968333333333,400,416
0,1651661005100000000,428.3548333333333,413.7968333333333,398,417
0,1651661005100000000,428.3548333333333,413.7968333333333,395,417
0,1651661005100000000,428.3548333333333,413.7968333333333,390,416
0,1651661005100000000,428.3548333333333,413.7968333333333,385,417
0,1651661005100000000,428.3548333333333,413.7968333333333,379,417
0,1651661005100000000,428.3548333333333,413.7968333333333,375,418
0,1651661005100000000,428.3548333333333,413.7968333333333,369,419
0,1651661005100000000,428.3548333333333,413.7968333333333,364,420
0,1651661005100000000,428.3548333333333,413.7968333333333,360,422
0,1651661005100000000,428.3548333333333,413.7968333333333,355,424
0,1651661005100000000,428.3548333333333,413.7968333333333,351,426
0,1651661005100000000,428.3548333333333,413.7968333333333,347,427
0,1651661005100000000,428.3548333333333,413.7968333333333,344,429
0,1651661005100000000,428.3548333333333,413.7968333333333,341,430
0,1651661005100000000,428.3548333333333,413.7968333333333,339,431
0,1651661005100000000,428.3548333333333,413.7968333333333,337,431
0,1651661005100000000,428.3548333333333,413.7968333333333,335,431
0,1651661005100000000,428.3548333333333,413.7968333333333,333,431
0,1651661005100000000,428.3548333333333,413.7968333333333,331,431
0,1651661005100000000,428.3548333333333,413.7968333333333,330,431
0,1651661005100000000,428.3548333333333,413.7968333333333,329,431
0,1651661005100000000,428.3548333333333,413.7968333333333,329,432
0,1651661005100000000,428.3548333333333,413.7968333333333,329,433
0,1651661005100000000,428.3548333333333,413.7968333333333,329,433
0,1651661005100000000,428.3548333333333,413.7968333333333,330,434
0,1651661005100000000,428.3548333333333,413.7968333333333,332,433
0,1651661005100000000,428.3548333333333,413.7968333333333,334,432
0,1651661005100000000,428.3548333333333,413.7968333333333,338,430
0,1651661005100000000,428.3548333333333,413.7968333333333,340,428
0,1651661005100000000,428.3548333333333,413.7968333333333,844,965
0,1651661005100000000,428.3548333333333,413.7968333333333,349,426
0,1651661005100000000,428.3548333333333,413.7968333333333,425,244
0,1651661005100000000,428.3548333333333,413.7968333333333,361,421
0,1651661005100000000,428.3548333333333,413.7968333333333,366,418
0,1651661005100000000,428.3548333333333,413.7968333333333,369,417
0,1651661005100000000,428.3548333333333,413.7968333333333,372,416
0,1651661005100000000,428.3548333333333,413.7968333333333,375,415
0,1651661005100000000,428.3548333333333,413.7968333333333,378,415
0,1651661005100000000,428.3548333333333,413.7968333333333,382,415
0,1651661005100000000,428.3548333333333,413.7968333333333,387,418
0,1651661005100000000,428.3548333333333,413.7968333333333,390,413
0,1651661005100000000,428.3548333333333,413.7968333333333,394,411
0,1651661005100000000,428.3548333333333,413.7968333333333,397,410
0,1651661005100000000,428.3548333333333,413.7968333333333,399,411
0,1651661005100000000,428.3548333333333,413.7968333333333,401,415
0,1651661005100000000,428.3548333333333,413.7968333333333,405,416
0,1651661005100000000,428.3548333333333,413.7968333333333,408,416
0,1651661005100000000,428.3548333333333,413.7968333333333,411,415
0,1651661005100000000,428.3548333333333,413.7968333333333,414,412
0,1651661005100000000,428.3548333333333,413.7968333333333,417,410
0,1651661005100000000,428.3548333333333,413.7968333333333,419,409
0,1651661005100000000,428.3548333333333,413.7968333333333,421,408
0,1651661005100000000,428.3548333333333,413.7968333333333,422,406
0,1651661005100000000,428.3548333333333,413.7968333333333,422,406
0,1651661005100000000,428.3548333333333,413.7968333333333,421,407
0,1651661005100000000,428.3548333333333,413.7968333333333,419,409
0,1651661005100000000,428.3548333333333,413.7968333333333,419,410
0,1651661005100000000,428.3548333333333,413.7968333333333,418,412
0,1651661005100000000,428.3548333333333,413.7968333333333,418,415
0,1651661005100000000,428.3548333333333,413.7968333333333,418,417
0,1651661005100000000,428.3548333333333,413.7968333333333,418,416
0,1651661005100000000,428.3548333333333,413.7968333333333,417,416
0,1651661005100000000,428.3548333333333,413.7968333333333,417,416
0,1651661005100000000,428.3548333333333,413.7968333333333,416,417
0,1651661005100000000,428.3548333333333,413.7968333333333,415,418
0,1651661005100000000,428.3548333333333,413.7968333333333,414,418
0,1651661005100000000,428.3548333333333,413.7968333333333,413,417
0,1651661005100000000,428.3548333333333,413.7968333333333,413,416
0,1651661005100000000,428.3548333333333,413.7968333333333,412,416
0,1651661005100000000,428.3548333333333,413.7968333333333,411,416
0,1651661005100000000,428.3548333333333,413.7968333333333,409,417
0,1651661005100000000,428.3548333333333,413.7968333333333,409,418
0,1651661005100000000,428.3548333333333,413.7968333333333,409,418
0,1651661005100000000,428.3548333333333,413.7968333333333,410,418
0,1651661005100000000,428.3548333333333,413.7968333333333,412,416
0,1651661005100000000,428.3548333333333,413.7968333333333,413,415
0,1651661005100000000,428.3548333333333,413.7968333333333,415,416
0,1651661005100000000,428.3548333333333,413.7968333333333,416,416
0,1651661005100000000,428.3548333333333,413.7968333333333,418,417
0,1651661005100000000,428.3548333333333,413.7968333333333,420,417
0,1651661005100000000,428.3548333333333,413.7968333333333,421,418
0,1651661005100000000,428.3548333333333,413.7968333333333,422,416
0,1651661005100000000,428.3548333333333,413.7968333333333,422,415
0,1651661005100000000,428.3548333333333,413.7968333333333,422,414
0,1651661005100000000,428.3548333333333,413.7968333333333,422,415
0,1651661005100000000,428.3548333333333,413.7968333333333,424,417
0,1651661005100000000,428.3548333333333,413.7968333333333,425,419
0,1651661005100000000,428.3548333333333,413.7968333333333,426,420
0,1651661005100000000,428.3548333333333,413.7968333333333,426,422
0,1651661005100000000,428.3548333333333,413.7968333333333,426,422
0,1651661005100000000,428.3548333333333,413.7968333333333,425,424
0,1651661005100000000,428.3548333333333,413.7968333333333,426,425
0,1651661005100000000,428.3548333333333,413.7968333333333,427,426
0,1651661005100000000,428.3548333333333,413.7968333333333,428,426
0,1651661005100000000,428.3548333333333,413.7968333333333,429,425
0,1651661005100000000,428.3548333333333,413.7968333333333,428,424
0,1651661005100000000,428.3548333333333,413.7968333333333,428,423
0,1651661005100000000,428.3548333333333,413.7968333333333,428,424
0,1651661005100000000,428.3548333333333,413.7968333333333,428,426
0,1651661005100000000,428.3548333333333,413.7968333333333,429,425
0,1651661005100000000,428.3548333333333,413.7968333333333,429,425
0,1651661005100000000,428.3548333333333,413.7968333333333,429,425
0,1651661005100000000,428.3548333333333,413.7968333333333,429,426
0,1651661005100000000,428.3548333333333,413.7968333333333,429,427
0,1651661005100000000,428.3548333333333,413.7968333333333,430,427
0,1651661005100000000,428.3548333333333,413.7968333333333,430,428
0,1651661005100000000,428.3548333333333,413.7968333333333,430,428
0,1651661005100000000,428.3548333333333,413.7968333333333,429,429
0,1651661005100000000,428.3548333333333,413.7968333333333,430,429
0,1651661005100000000,428.3548333333333,413.7968333333333,431,429
0,1651661005100000000,428.3548333333333,413.7968333333333,431,429
0,1651661005100000000,428.3548333333333,413.7968333333333,432,428
0,1651661005100000000,428.3548333333333,413.7968333333333,432,428
0,1651661005100000000,428.3548333333333,413.7968333333333,434,429
0,1651661005100000000,428.3548333333333,413.7968333333333,435,430
0,1651661005100000000,428.3548333333333,413.7968333333333,436,429
0,1651661005100000000,428.3548333333333,413.7968333333333,437,429
0,1651661005100000000,428.3548333333333,413.7968333333333,437,428
0,1651661005100000000,428.3548333333333,413.7968333333333,437,428
0,1651661005100000000,428.3548333333333,413.7968333333333,437,428
0,1651661005100000000,428.3548333333333,413.7968333333333,439,428
0,1651661005100000000,428.3548333333333,413.7968333333333,441,428
0,1651661005100000000,428.3548333333333,413.7968333333333,446,427
0,1651661005100000000,428.3548333333333,413.7968333333333,450,426
0,1651661005100000000,428.3548333333333,413.7968333333333,454,426
0,1651661005100000000,428.3548333333333,413.7968333333333,455,426
0,1651661005100000000,428.3548333333333,413.7968333333333,453,427
0,1651661005100000000,428.3548333333333,413.7968333333333,451,427
0,1651661005100000000,428.3548333333333,413.7968333333333,450,428
0,1651661005100000000,428.3548333333333,413.7968333333333,451,428
0,1651661005100000000,428.3548333333333,413.7968333333333,453,426
0,1651661005100000000,428.3548333333333,413.7968333333333,455,425
0,1651661005100000000,428.3548333333333,413.7968333333333,455,424
0,1651661005100000000,428.3548333333333,413.7968333333333,455,424
0,1651661005100000000,428.3548333333333,413.7968333333333,454,425
0,1651661005100000000,428.3548333333333,413.7968333333333,455,425
0,1651661005100000000,428.3548333333333,413.7968333333333,455,425
0,1651661005100000000,428.3548333333333,413.7968333333333,456,424
0,1651661005100000000,428.3548333333333,413.7968333333333,457,423
0,1651661005100000000,428.3548333333333,413.7968333333333,458,423
0,1651661005100000000,428.3548333333333,413.7968333333333,460,423
0,1651661005100000000,428.3548333333333,413.7968333333333,460,423
0,1651661005100000000,428.3548333333333,413.7968333333333,461,424
0,1651661005100000000,428.3548333333333,413.7968333333333,460,424
0,1651661005100000000,428.3548333333333,413.7968333333333,461,425
0,1651661005100000000,428.3548333333333,413.7968333333333,461,425
0,1651661005100000000,428.3548333333333,413.7968333333333,461,426
0,1651661005100000000,428.3548333333333,413.7968333333333,461,427
0,1651661005100000000,428.3548333333333,413.7968333333333,459,430
0,1651661005100000000,428.3548333333333,413.7968333333333,456,432
0,1651661005100000000,428.3548333333333,413.7968333333333,449,435
0,1651661005100000000,428.3548333333333,413.7968333333333,439,438
0,1651661005100000000,428.3548333333333,413.7968333333333,426,443
0,1651661005100000000,428.3548333333333,413.7968333333333,412,449
0,1651661005100000000,428.3548333333333,413.7968333333333,395,454
0,1651661005100000000,428.3548333333333,413.7968333333333,698,706
0,1651661005100000000,428.3548333333333,413.7968333333333,355,227
0,1651661005100000000,428.3548333333333,413.7968333333333,716,213
0,1651661005100000000,428.3548333333333,413.7968333333333,347,232
0,1651661005100000000,428.3548333333333,413.7968333333333,669,610
0,1651661005100000000,428.3548333333333,413.7968333333333,38,631
0,1651661005100000000,428.3548333333333,413.7968333333333,761,256
0,1651661005100000000,428.3548333333333,413.7968333333333,307,828
0,1651661005100000000,428.3548333333333,413.7968333333333,177,560
0,1651661005100000000,428.3548333333333,413.7968333333333,37,638
0,1651661005100000000,428.3548333333333,413.7968333333333,135,1009
0,1651661005100000000,428.3548333333333,413.7968333333333,271,481
0,1651661005100000000,428.3548333333333,413.7968333333333,267,482
0,1651661005100000000,428.3548333333333,413.7968333333333,262,484
0,1651661005100000000,428.3548333333333,413.7968333333333,258,485
0,1651661005100000000,428.3548333333333,413.7968333333333,250,486
0,1651661005100000000,428.3548333333333,413.7968333333333,247,487
0,1651661005100000000,428.3548333333333,413.7968333333333,245,489
0,1651661005100000000,428.3548333333333,413.7968333333333,244,490
0,1651661005100000000,428.3548333333333,413.7968333333333,244,490
0,1651661005100000000,428.3548333333333,413.7968333333333,244,490
0,1651661005100000000,428.3548333333333,413.7968333333333,244,489
0,1651661005100000000,428.3548333333333,413.7968333333333,243,489
0,1651661005100000000,428.3548333333333,413.7968333333333,243,488
0,1651661005100000000,428.3548333333333,413.7968333333333,243,488
0,1651661005100000000,428.3548333333333,413.7968333333333,243,488
0,1651661005100000000,428.3548333333333,413.7968333333333,47,146
0,1651661005100000000,428.3548333333333,413.7968333333333,20,927
0,1651661005100000000,428.3548333333333,413.7968333333333,21,926
0,1651661005100000000,428.3548333333333,413.7968333333333,21,926
0,1651661005100000000,428.3548333333333,413.7968333333333,240,486
0,1651661005100000000,428.3548333333333,413.7968333333333,240,486
0,1651661005100000000,428.3548333333333,413.7968333333333,241,487
0,1651661005100000000,428.3548333333333,413.7968333333333,241,487
0,1651661005100000000,428.3548333333333,413.7968333333333,241,487
0,1651661005100000000,428.3548333333333,413.7968333333333,241,487
0,1651661005100000000,428.3548333333333,413.7968333333333,241,487
0,1651661005100000000,428.3548333333333,413.7968333333333,242,486
0,1651661005100000000,428.3548333333333,413.7968333333333,243,485
0,1651661005100000000,428.3548333333333,413.7968333333333,244,484
0,1651661005100000000,428.3548333333333,413.7968333333333,244,484
0,1651661005100000000,428.3548333333333,413.7968333333333,244,484
0,1651661005100000000,428.3548333333333,413.7968333333333,245,484
0,1651661005100000000,428.3548333333333,413.7968333333333,245,484
0,1651661005100000000,428.3548333333333,413.7968333333333,245,485
0,1651661005100000000,428.3548333333333,413.7968333333333,246,485
0,1651661005100000000,428.3548333333333,413.7968333333333,246,485
0,1651661005100000000,428.3548333333333,413.7968333333333,246,485
0,1651661005100000000,428.3548333333333,413.7968333333333,247,485
0,1651661005100000000,428.3548333333333,413.7968333333333,247,485
0,1651661005100000000,428.3548333333333,413.7968333333333,19,925
0,1651661005100000000,428.3548333333333,413.7968333333333,19,925
0,1651661005100000000,428.3548333333333,413.7968333333333,19,924
0,1651661005100000000,428.3548333333333,413.7968333333333,249,485
0,1651661005100000000,428.3548333333333,413.7968333333333,247,485
0,1651661005100000000,428.3548333333333,413.7968333333333,185,257
0,1651661005100000000,428.3548333333333,413.7968333333333,20,925
0,1651661005100000000,428.3548333333333,413.7968333333333,244,485
0,1651661005100000000,428.3548333333333,413.7968333333333,246,485
0,1651661005100000000,428.3548333333333,413.7968333333333,244,483
0,1651661005100000000,428.3548333333333,413.7968333333333,244,483
0,1651661005100000000,428.3548333333333,413.7968333333333,244,483
0,1651661005100000000,428.3548333333333,413.7968333333333,247,483
0,1651661005100000000,428.3548333333333,413.7968333333333,247,483
0,1651661005100000000,428.3548333333333,413.7968333333333,246,484
