index,timestamp [ns],gaze x [px],gaze y [px],ref_center_x,ref_center_y
0,1634115210200000000,799.766125,384.9685,791,384
0,1634115210200000000,799.766125,384.9685,791,383
0,1634115210200000000,799.766125,384.9685,792,381
0,1634115210200000000,799.766125,384.9685,793,379
0,1634115210200000000,799.766125,384.9685,793,379
0,1634115210200000000,799.766125,384.9685,793,379
0,1634115210200000000,799.766125,384.9685,794,379
0,1634115210200000000,799.766125,384.9685,794,380
0,1634115210200000000,799.766125,384.9685,796,381
0,1634115210200000000,799.766125,384.9685,799,381
0,1634115210200000000,799.766125,384.9685,800,381
0,1634115210200000000,799.766125,384.9685,800,382
0,1634115210200000000,799.766125,384.9685,801,383
0,1634115210200000000,799.766125,384.9685,801,384
0,1634115210200000000,799.766125,384.9685,803,385
0,1634115210200000000,799.766125,384.9685,806,386
0,1634115210200000000,799.766125,384.9685,807,388
0,1634115210200000000,799.766125,384.9685,809,388
0,1634115210200000000,799.766125,384.9685,809,389
0,1634115210200000000,799.766125,384.9685,810,389
0,1634115210200000000,799.766125,384.9685,813,389
0,1634115210200000000,799.766125,384.9685,318,363
0,1634115210200000000,799.766125,384.9685,815,391
0,1634115210200000000,799.766125,384.9685,816,392
0,1634115210200000000,799.766125,384.9685,817,392
0,1634115210200000000,799.766125,384.9685,323,363
0,1634115210200000000,799.766125,384.9685,323,363
0,1634115210200000000,799.766125,384.9685,819,392
0,1634115210200000000,799.766125,384.9685,820,392
0,1634115210200000000,799.766125,384.9685,824,392
0,1634115210200000000,799.766125,384.9685,824,392
0,1634115210200000000,799.766125,384.9685,823,392
0,1634115210200000000,799.766125,384.9685,994,441
0,1634115210200000000,799.766125,384.9685,479,734
0,1634115210200000000,799.766125,384.9685,482,734
0,1634115210200000000,799.766125,384.9685,285,793
0,1634115210200000000,799.766125,384.9685,289,793
0,1634115210200000000,799.766125,384.9685,292,794
0,1634115210200000000,799.766125,384.9685,293,795
0,1634115210200000000,799.766125,384.9685,293,797
0,1634115210200000000,799.766125,384.9685,541,195
0,1634115210200000000,799.766125,384.9685,541,195
0,1634115210200000000,799.766125,384.9685,541,195
0,1634115210200000000,799.766125,384.9685,541,195
0,1634115210200000000,799.766125,384.9685,541,195
0,1634115210200000000,799.766125,384.9685,428,423
0,1634115210200000000,799.766125,384.9685,629,244
0,1634115210200000000,799.766125,384.9685,629,244
0,1634115210200000000,799.766125,384.9685,830,401
0,1634115210200000000,799.766125,384.9685,830,400
0,1634115210200000000,799.766125,384.9685,830,400
0,1634115210200000000,799.766125,384.9685,258,795
0,1634115210200000000,799.766125,384.9685,830,400
0,1634115210200000000,799.766125,384.9685,259,796
0,1634115210200000000,799.766125,384.9685,257,796
0,1634115210200000000,799.766125,384.9685,539,196
0,1634115210200000000,799.766125,384.9685,249,809
0,1634115210200000000,799.766125,384.9685,793,362
0,1634115210200000000,799.766125,384.9685,792,362
0,1634115210200000000,799.766125,384.9685,793,363
0,1634115210200000000,799.766125,384.9685,152,223
0,1634115210200000000,799.766125,384.9685,206,610
0,1634115210200000000,799.766125,384.9685,207,610
0,1634115210200000000,799.766125,384.9685,18,868
0,1634115210200000000,799.766125,384.9685,151,224
0,1634115210200000000,799.766125,384.9685,151,224
0,1634115210200000000,799.766125,384.9685,9,867
