index,section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,ref_x_pixel,ref_y_pixel
565,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,2827.984,636.907,455.851,1.0,6.0,,637,636
572,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,2864.005,640.139,457.22,1.0,6.0,,641,638
576,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,2883.99,635.692,455.496,1.0,6.0,,637,632
583,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,2919.971,633.519,453.602,1.0,6.0,,636,628
592,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,2964.003,635.146,453.744,1.0,6.0,,637,629
598,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,2995.989,634.554,455.098,1.0,6.0,,638,629
604,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3024.026,631.278,450.789,1.0,6.0,,635,625
611,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3059.962,628.831,448.696,1.0,6.0,,634,624
617,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3091.983,631.566,447.432,1.0,6.0,,639,628
624,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3124.005,633.259,444.685,1.0,6.0,,641,630
632,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3163.984,636.398,447.545,1.0,6.0,,644,634
637,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3191.985,635.094,446.995,1.0,6.0,,644,634
644,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3224.016,644.3,444.069,1.0,,,654,644
652,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3264.015,744.759,397.726,1.0,7.0,,757,745
659,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3299.95,748.465,398.143,1.0,7.0,,761,750
664,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3324.002,746.403,397.616,1.0,7.0,,761,749
673,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3372.011,744.475,402.047,1.0,7.0,,761,749
677,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3392.001,741.978,401.136,1.0,7.0,,760,747
684,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3424.03,747.978,399.796,1.0,7.0,,768,754
691,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3460.009,748.828,396.426,1.0,7.0,,770,755
697,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3491.983,744.645,394.821,1.0,7.0,,767,752
704,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3524.083,740.91,396.411,1.0,7.0,,764,748
712,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3563.992,744.397,396.731,1.0,7.0,,768,752
718,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3595.987,746.959,394.377,1.0,7.0,,772,756
723,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3620.044,748.406,394.197,1.0,7.0,,774,757
730,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3655.982,747.408,397.197,1.0,7.0,,774,756
737,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3691.986,746.115,399.368,1.0,7.0,,773,755
744,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3727.996,750.064,395.979,1.0,7.0,,777,759
751,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3759.99,752.28,393.724,1.0,7.0,,780,761
757,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3791.963,759.98,393.51,1.0,7.0,,790,770
764,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3827.977,758.937,391.144,1.0,7.0,,789,768
771,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3859.978,766.769,388.744,1.0,7.0,,798,777
778,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3896.02,763.647,389.442,1.0,7.0,,797,774
783,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3919.992,762.083,389.55,1.0,7.0,,797,771
792,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3967.967,759.903,388.358,1.0,7.0,,796,770
797,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3991.966,762.524,389.171,1.0,7.0,,799,775
804,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4027.983,763.568,389.335,1.0,7.0,,800,778
811,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4059.986,764.349,390.235,1.0,7.0,,800,780
817,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4092.001,762.487,392.743,1.0,7.0,,800,779
824,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4127.951,761.432,393.663,1.0,7.0,,799,780
831,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4159.977,758.323,393.39,1.0,7.0,,797,778
838,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4196.011,759.541,390.251,1.0,7.0,,798,781
844,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4227.968,759.562,389.379,1.0,7.0,,799,781
850,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4255.996,758.707,389.38,1.0,7.0,,798,779
857,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4292.015,756.665,389.93,1.0,7.0,,796,777
864,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4327.944,749.551,403.978,1.0,7.0,,788,768
871,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4359.999,747.402,406.271,1.0,7.0,,786,765
877,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4391.978,745.899,413.723,1.0,7.0,,785,764
883,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4424.042,744.989,412.122,1.0,7.0,,784,762
890,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4456.0,744.349,412.236,1.0,7.0,,783,761
898,2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4495.982,745.165,411.13,1.0,7.0,,784,762
