recording id,timestamp [ns],name,type
f8c631cc-d71b-448f-a28a-b1833fd02a2c,1634113918488000000,recording.begin,recording
f8c631cc-d71b-448f-a28a-b1833fd02a2c,1634113986009000000,recording.end,recording
