section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px]
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,1,1651661005163548483,1651661005271541483,107,434.331,435.438
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,2,1651661005291553483,1651661005411527483,119,458.636,449.385
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,3,1651661005527566483,1651661005763567483,236,604.641,435.832
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,4,1651661005799552483,1651661005887582483,88,430.133,448.956
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,5,1651661005903568483,1651661006135605483,232,464.81,427.987
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,6,1651661006155563483,1651661006355756483,200,297.207,590.341
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,7,1651661006427544483,1651661006603612483,176,184.928,528.709
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,8,1651661006639678483,1651661006951569483,311,118.751,536.835
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,9,1651661007019563483,1651661007219565483,200,494.94,517.911
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,10,1651661007251598483,1651661007627667483,376,452.488,439.744
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,11,1651661007667623483,1651661007939578483,271,583.093,382.154
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,12,1651661007987561483,1651661008059559483,71,420.416,423.605
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,13,1651661008087565483,1651661008511590483,424,459.999,386.948
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,14,1651661008527555483,1651661008887551483,359,475.436,405.432
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,15,1651661008915610483,1651661009031553483,115,424.667,415.783
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,16,1651661009119558483,1651661009967554483,847,336.572,501.605
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,17,1651661009987569483,1651661010143778483,156,306.815,536.488
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,18,1651661010159644483,1651661010263604483,103,348.098,543.334
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,19,1651661010275749483,1651661010551552483,275,311.171,501.113
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,20,1651661010663538483,1651661011075628483,412,458.934,422.024
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,21,1651661011179720483,1651661011307590483,127,308.861,608.349
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,22,1651661011555536483,1651661012043536483,488,143.89,713.602
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,23,1651661012067572483,1651661012207563483,139,233.705,634.163
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,24,1651661012275546483,1651661012471588483,196,162.885,535.414
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,25,1651661012495623483,1651661013503559483,1007,198.284,518.459
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,26,1651661013539832483,1651661014119585483,579,167.517,507.448
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,27,1651661014135562483,1651661014415603483,280,235.68,540.768
98b876d7-7fae-40ee-b5bc-bb783e823295,9d473d67-4042-4ddf-bdb4-14eadac2036f,28,1651661014439581483,1651661014635558483,195,317.151,514.814
