index,section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,ref_center_x,ref_center_y
647,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3240.07,619.402,588.303,1.0,7.0,,595,588
655,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3280.073,618.448,592.471,1.0,7.0,,594,592
662,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3312.111,619.14,593.408,1.0,7.0,,595,593
668,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3344.075,619.453,593.065,1.0,7.0,,595,594
675,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3380.071,620.427,592.297,1.0,7.0,,596,592
681,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3408.083,618.252,596.872,1.0,7.0,,594,597
688,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3444.022,638.918,589.518,1.0,,,615,590
695,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3480.049,708.605,564.257,1.0,8.0,,685,564
700,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3504.095,706.932,568.161,1.0,8.0,,683,568
707,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3540.089,709.458,569.869,1.0,8.0,,686,569
715,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3580.109,709.231,573.997,1.0,8.0,,686,573
721,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3608.113,705.611,570.581,1.0,8.0,,683,570
728,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3644.074,709.335,566.294,1.0,8.0,,686,565
734,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3672.129,704.192,568.75,1.0,8.0,,681,568
741,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3708.102,705.189,570.013,1.0,8.0,,682,569
748,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3744.071,708.614,570.054,1.0,8.0,,686,568
755,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3780.096,773.908,557.506,1.0,,,751,556
762,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3812.084,791.547,537.045,1.0,9.0,,769,535
767,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3840.045,790.029,531.17,1.0,9.0,,767,529
775,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3880.085,782.871,528.57,1.0,9.0,,760,527
782,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3912.066,772.988,533.044,1.0,9.0,,750,531
787,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3940.092,771.279,536.672,1.0,9.0,,747,535
794,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,3972.101,773.002,536.15,1.0,9.0,,749,534
801,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,4008.227,772.267,530.143,1.0,9.0,,748,528
808,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,4044.089,772.763,525.39,1.0,,,749,522
815,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,4080.104,736.203,529.605,1.0,10.0,,712,528
820,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,4104.088,737.518,531.317,1.0,10.0,,714,529
828,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,4144.098,735.245,531.841,1.0,10.0,,711,530
834,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,4176.163,735.782,533.947,1.0,10.0,,712,532
841,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,4208.117,733.969,535.848,1.0,10.0,,711,534
848,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,4244.083,736.552,537.885,1.0,10.0,,714,536
854,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,4276.087,731.584,537.187,1.0,10.0,,709,535
860,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,4304.115,730.305,535.571,1.0,10.0,,707,533
866,aa443859-cdb7-4175-a126-38a60e4b70ab,ae812ec9-006b-4cb0-a89b-f5e9c6cb3107,4336.093,705.893,549.273,1.0,10.0,,683,547
