section id,recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
67602ec9-e058-4834-8327-de09d3e0c293,480331b9-1cb2-46b0-a13e-a6826d3c0547,1,1649846377162259542,1649846377570411542,408
67602ec9-e058-4834-8327-de09d3e0c293,480331b9-1cb2-46b0-a13e-a6826d3c0547,2,1649846386202340542,1649846386658285542,455
67602ec9-e058-4834-8327-de09d3e0c293,480331b9-1cb2-46b0-a13e-a6826d3c0547,3,1649846401534229542,1649846402030233542,496
67602ec9-e058-4834-8327-de09d3e0c293,480331b9-1cb2-46b0-a13e-a6826d3c0547,4,1649846414750288542,1649846415202244542,451
67602ec9-e058-4834-8327-de09d3e0c293,480331b9-1cb2-46b0-a13e-a6826d3c0547,5,1649846422094376542,1649846422454240542,359
67602ec9-e058-4834-8327-de09d3e0c293,480331b9-1cb2-46b0-a13e-a6826d3c0547,6,1649846424762327542,1649846425182398542,420
67602ec9-e058-4834-8327-de09d3e0c293,480331b9-1cb2-46b0-a13e-a6826d3c0547,7,1649846430670234542,1649846431050367542,380
67602ec9-e058-4834-8327-de09d3e0c293,480331b9-1cb2-46b0-a13e-a6826d3c0547,8,1649846434370261542,1649846434774254542,403
67602ec9-e058-4834-8327-de09d3e0c293,480331b9-1cb2-46b0-a13e-a6826d3c0547,9,1649846436470360542,1649846436958341542,487
67602ec9-e058-4834-8327-de09d3e0c293,480331b9-1cb2-46b0-a13e-a6826d3c0547,10,1649846437738377542,1649846438246279542,507
