index,section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,ref_center_x,ref_center_y
582,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,2911.985,761.412,637.738,1.0,,,738,638
589,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,2948.013,758.906,639.633,1.0,,,738,640
596,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,2983.981,749.764,636.699,1.0,,,730,637
602,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3011.989,783.672,571.901,1.0,,,764,573
610,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3051.983,813.56,626.789,1.0,,,793,628
615,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3080.02,698.746,590.299,1.0,,,680,592
622,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3111.985,696.853,651.177,1.0,,,679,653
629,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3147.985,744.491,707.021,1.0,,,726,710
635,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3179.979,689.786,681.105,1.0,,,673,684
642,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3215.99,678.043,664.07,1.0,,,661,668
649,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3247.979,678.816,657.285,1.0,,,663,661
654,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3276.014,669.572,644.45,1.0,,,653,649
662,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3315.999,663.79,638.723,1.0,,,648,644
670,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3355.988,666.487,639.093,1.0,,,649,645
676,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3383.994,666.409,640.295,1.0,,,649,647
682,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3415.991,661.868,639.341,1.0,,,646,646
690,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3455.96,669.593,621.55,1.0,,,654,630
694,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3475.989,670.642,607.304,1.0,,,655,616
702,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3515.968,674.276,603.703,1.0,,,658,613
709,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3547.988,675.776,610.067,1.0,,,661,619
716,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3583.985,659.325,619.097,1.0,,,643,629
722,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3615.971,659.494,618.365,1.0,,,643,628
729,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3647.96,661.233,619.314,1.0,,,645,628
736,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3683.982,658.2,611.303,1.0,,,642,620
742,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3715.991,662.345,582.03,1.0,,,646,591
750,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3755.954,667.218,573.902,1.0,,,651,583
756,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3783.988,667.343,566.466,1.0,,,651,575
762,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3815.961,669.266,570.93,1.0,,,653,581
769,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3847.981,675.229,573.333,1.0,,,659,583
776,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3883.988,681.258,576.108,1.0,,,666,586
782,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3915.969,682.827,577.569,1.0,,,668,588
790,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3956.011,681.666,575.726,1.0,,,667,586
796,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,3983.989,683.957,569.942,1.0,,,669,580
802,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4016.017,684.152,571.036,1.0,,,669,582
809,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4052.045,682.199,571.951,1.0,,,667,584
816,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4084.015,681.96,572.907,1.0,,,667,585
822,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4115.972,669.389,580.267,1.0,,,654,593
829,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4151.968,548.328,609.692,1.0,,,532,624
836,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4184.006,552.596,611.488,1.0,,,537,626
841,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4211.981,516.573,613.86,1.0,,,502,630
848,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4251.96,516.638,615.482,1.0,,,502,632
855,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4284.008,518.329,617.021,1.0,,,503,634
860,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4311.985,510.407,618.847,1.0,,,495,637
867,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4344.011,526.451,617.475,1.0,,,511,636
875,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4384.067,529.054,615.352,1.0,,,514,634
881,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4415.968,524.736,613.701,1.0,,,510,633
887,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4444.015,528.173,610.867,1.0,,,513,631
894,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4479.937,529.472,611.013,1.0,,,514,631
900,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4512.021,529.759,607.755,1.0,,,515,628
908,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4552.008,532.642,605.181,1.0,,,518,626
915,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4583.98,536.655,605.198,1.0,,,522,627
920,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4611.969,537.924,605.041,1.0,,,524,628
927,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4643.977,537.399,597.165,1.0,,,523,621
935,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4684.003,532.75,595.162,1.0,,,518,620
941,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4715.986,528.475,595.051,1.0,,,513,621
947,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4749.01,531.952,595.913,1.0,,,517,622
954,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4779.998,535.628,602.591,1.0,,,521,630
960,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4811.989,537.128,599.912,1.0,,,523,627
967,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4847.995,542.089,598.601,1.0,,,528,626
975,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4887.995,539.158,599.798,1.0,,,524,628
979,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4907.972,540.851,596.984,1.0,,,527,625
986,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4940.019,540.563,591.566,1.0,,,527,621
995,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,4987.986,529.027,589.385,1.0,,,515,619
1001,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,5015.938,462.501,601.181,1.0,,,449,632
1007,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,5048.017,464.369,598.835,1.0,,,449,631
1014,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,5079.971,453.925,590.52,1.0,,,439,624
1020,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,5111.983,461.342,580.153,1.0,,,445,613
1027,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,5148.081,436.827,587.115,1.0,,,421,619
1035,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,5188.221,458.736,587.271,1.0,,,443,620
1041,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,5215.987,465.257,585.276,1.0,,,449,618
1046,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,5239.987,466.19,582.267,1.0,,,449,616
1054,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,5280.035,465.527,580.067,1.0,,,448,614
1061,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,5316.006,459.304,581.578,1.0,,,441,616
1067,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,5347.994,456.078,580.99,1.0,,,438,615
1075,3b040450-f8a9-40de-9d14-e30bb1949e77,11653c49-3612-4b82-bb36-4af353e8f283,5387.976,484.038,621.711,1.0,,,466,656
