index,section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,ref_center_x,ref_center_y
638,1658a2ac-ec70-42e4-9471-ae73a37a02ad,c97418b6-c675-47af-936f-9a446b7f55e0,3192.044,412.837,549.879,1.0,10.0,,390,547
645,1658a2ac-ec70-42e4-9471-ae73a37a02ad,c97418b6-c675-47af-936f-9a446b7f55e0,3228.053,415.244,550.446,1.0,10.0,,396,545
652,1658a2ac-ec70-42e4-9471-ae73a37a02ad,c97418b6-c675-47af-936f-9a446b7f55e0,3264.052,418.909,551.66,1.0,,,405,545
658,1658a2ac-ec70-42e4-9471-ae73a37a02ad,c97418b6-c675-47af-936f-9a446b7f55e0,3292.054,521.404,551.907,1.0,,,513,545
667,1658a2ac-ec70-42e4-9471-ae73a37a02ad,c97418b6-c675-47af-936f-9a446b7f55e0,3340.087,590.269,538.145,1.0,11.0,,590,532
671,1658a2ac-ec70-42e4-9471-ae73a37a02ad,c97418b6-c675-47af-936f-9a446b7f55e0,3360.095,585.662,539.723,1.0,11.0,,595,535
678,1658a2ac-ec70-42e4-9471-ae73a37a02ad,c97418b6-c675-47af-936f-9a446b7f55e0,3392.046,588.865,540.562,1.0,11.0,,607,539
686,1658a2ac-ec70-42e4-9471-ae73a37a02ad,c97418b6-c675-47af-936f-9a446b7f55e0,3432.078,590.908,536.667,1.0,11.0,,618,539
693,1658a2ac-ec70-42e4-9471-ae73a37a02ad,c97418b6-c675-47af-936f-9a446b7f55e0,3468.051,590.116,533.086,1.0,11.0,,624,537
699,1658a2ac-ec70-42e4-9471-ae73a37a02ad,c97418b6-c675-47af-936f-9a446b7f55e0,3500.05,589.431,531.182,1.0,11.0,,629,538
706,1658a2ac-ec70-42e4-9471-ae73a37a02ad,c97418b6-c675-47af-936f-9a446b7f55e0,3532.048,583.157,531.202,1.0,11.0,,624,541
713,1658a2ac-ec70-42e4-9471-ae73a37a02ad,c97418b6-c675-47af-936f-9a446b7f55e0,3568.054,585.242,532.759,1.0,11.0,,626,545
719,1658a2ac-ec70-42e4-9471-ae73a37a02ad,c97418b6-c675-47af-936f-9a446b7f55e0,3600.083,586.205,534.544,1.0,11.0,,626,547
727,1658a2ac-ec70-42e4-9471-ae73a37a02ad,c97418b6-c675-47af-936f-9a446b7f55e0,3640.06,578.526,536.699,1.0,11.0,,617,548
