,seconds ,point x ,point y ,point z ,pupil diameter,flag
3471,51.72,43.39,-15.72,14.82,0.0,-
3472,51.73,43.35,-15.72,14.87,0.0,-
3473,51.74,43.31,-15.72,14.93,0.0,-
3474,51.75,43.29,-15.72,15.0,0.0,-
3475,51.76,43.26,-15.72,15.07,0.0,-
3476,51.77,43.23,-15.72,15.15,0.0,-
3477,51.78,43.21,-15.72,15.24,0.0,-
3478,51.8,43.2,-15.72,15.33,0.0,-
3479,51.81,43.23,-15.72,15.42,0.0,-
3480,51.82,43.25,-15.72,15.52,0.0,-
3481,51.83,43.29,-15.72,15.6,0.0,-
3482,51.84,43.34,-15.72,15.69,0.0,-
3483,51.85,43.41,-15.72,15.76,0.0,-
3484,51.86,43.48,-15.72,15.84,0.0,-
3485,51.87,54.79,-15.72,6.45,5.92,-
3486,51.88,89.61,-15.72,65.16,4.19,-
3487,51.9,90.23,-15.72,65.6,0.0,-
3488,51.91,92.9,-15.72,90.38,4.25,-
3489,51.92,44.97,-15.72,46.46,3.81,-
3490,51.93,100.45,-15.72,68.28,4.8,-
3491,51.94,40.63,-15.72,48.18,5.11,-
3492,51.95,66.35,-15.72,64.1,5.74,-
3493,51.96,36.01,-15.72,40.21,4.99,-
3494,51.97,40.84,-15.72,44.32,5.21,-
3495,51.98,37.35,-15.72,41.63,5.02,-
3496,52.0,46.93,-15.72,49.46,5.43,-
3497,52.01,48.14,-15.72,50.05,5.47,-
3498,52.02,45.19,-15.72,47.67,5.42,-
3499,52.03,42.07,-15.72,45.46,5.35,-
3500,52.04,48.38,-15.72,50.26,5.48,-
3501,52.05,45.73,-15.72,48.25,5.43,-
3502,52.06,44.33,-15.72,46.91,5.43,-
3503,52.07,46.19,-15.72,48.21,5.48,-
3504,52.08,48.14,-15.72,49.57,5.52,-
3505,52.1,53.2,-15.72,53.29,5.73,-
3506,52.11,60.66,-15.72,57.18,5.71,-
3507,52.12,28.58,-15.72,40.53,5.05,-
3508,52.13,64.71,-15.72,63.06,5.8,-
3509,52.14,59.61,-15.72,56.51,5.42,-
3510,52.15,93.41,-15.72,78.4,4.55,-
3511,52.16,93.03,-15.72,78.1,0.0,-
3512,52.17,92.69,-15.72,77.82,0.0,-
3513,52.18,92.3,-15.72,77.49,0.0,-
3514,52.2,91.92,-15.72,77.18,0.0,-
3515,52.21,91.48,-15.72,76.8,0.0,-
3516,52.22,91.01,-15.72,76.45,0.0,-
3517,52.23,90.56,-15.72,76.08,0.0,-
3518,52.24,90.33,-15.72,75.94,0.0,-
3519,52.25,90.08,-15.72,75.78,0.0,-
3520,52.26,89.88,-15.72,75.68,0.0,-
3521,52.27,89.6,-15.72,75.53,0.0,-
3522,52.28,89.38,-15.72,75.44,0.0,-
3523,52.3,88.99,-15.72,75.23,0.0,-
3524,52.31,88.74,-15.72,75.13,0.0,-
3525,52.32,88.47,-15.72,74.99,0.0,-
3526,52.33,88.3,-15.72,74.95,0.0,-
3527,52.34,88.12,-15.72,74.88,0.0,-
3528,52.35,88.01,-15.72,74.84,0.0,-
3529,52.36,87.97,-15.72,74.86,0.0,-
3530,52.37,88.02,-15.72,74.93,0.0,-
3531,52.38,88.21,-15.72,75.12,0.0,-
3532,52.4,88.41,-15.72,75.27,0.0,-
3533,52.41,88.59,-15.72,75.38,0.0,-
3534,52.42,88.75,-15.72,75.45,0.0,-
3535,52.43,88.99,-15.72,75.61,0.0,-
3536,52.44,89.18,-15.72,75.68,0.0,-
3537,52.45,89.29,-15.72,75.69,0.0,-
3538,52.46,89.46,-15.72,75.76,0.0,-
3539,52.47,89.63,-15.72,75.84,0.0,-
3540,52.48,89.8,-15.72,75.96,0.0,-
3541,52.5,90.06,-15.72,76.13,0.0,-
3542,52.51,90.27,-15.72,76.31,0.0,-
3543,52.52,90.51,-15.72,76.53,0.0,-
3544,52.53,90.67,-15.72,76.72,0.0,-
3545,52.54,90.95,-15.72,77.04,0.0,-
3546,52.55,91.3,-15.72,77.46,0.0,-
3547,52.56,91.7,-15.72,77.92,0.0,-
3548,52.57,92.09,-15.72,78.41,0.0,-
3549,52.58,92.37,-15.72,78.87,0.0,-
3550,52.6,92.68,-15.72,79.31,0.0,-
3551,52.61,92.99,-15.72,79.79,0.0,-
3552,52.62,93.31,-15.72,80.3,0.0,-
3553,52.63,93.63,-15.72,80.81,0.0,-
3554,52.64,93.95,-15.72,81.29,0.0,-
3555,52.65,94.36,-15.72,81.89,0.0,-
3556,52.66,94.73,-15.72,82.44,0.0,-
3557,52.67,95.12,-15.72,83.05,0.0,-
3558,52.68,95.52,-15.72,83.59,0.0,-
3559,52.7,95.96,-15.72,84.2,0.0,-
3560,52.71,96.34,-15.72,84.73,0.0,-
3561,52.72,96.65,-15.72,85.23,0.0,-
3562,52.73,96.94,-15.72,85.67,0.0,-
3563,52.74,97.05,-15.72,85.96,0.0,-
3564,52.75,97.09,-15.72,86.17,0.0,-
3565,52.76,96.99,-15.72,86.23,0.0,-
3566,52.77,96.77,-15.72,86.19,0.0,-
3567,52.78,96.55,-15.72,86.12,0.0,-
3568,52.8,96.44,-15.72,86.12,0.0,-
3569,52.81,96.21,-15.72,86.03,0.0,-
3570,52.82,95.93,-15.72,85.88,0.0,-
3571,52.83,95.67,-15.72,85.75,0.0,-
3572,52.84,95.36,-15.72,85.59,0.0,-
3573,52.85,94.96,-15.72,85.34,0.0,-
3574,52.86,94.58,-15.72,85.1,0.0,-
3575,52.87,94.08,-15.72,84.78,0.0,-
3576,52.88,93.57,-15.72,84.44,0.0,-
3577,52.9,92.96,-15.72,84.03,0.0,-
3578,52.91,92.3,-15.72,83.6,0.0,-
3579,52.92,91.57,-15.72,83.09,0.0,-
3580,52.93,90.99,-15.72,82.71,0.0,-
3581,52.94,90.39,-15.72,82.33,0.0,-
3582,52.95,89.88,-15.72,82.02,0.0,-
3583,52.96,89.44,-15.72,81.77,0.0,-
3584,52.97,89.0,-15.72,81.55,0.0,-
3585,52.98,88.65,-15.72,81.39,0.0,-
3586,53.0,88.38,-15.72,81.3,0.0,-
3587,53.01,88.06,-15.72,81.19,0.0,-
3588,53.02,87.82,-15.72,81.1,0.0,-
3589,53.03,87.56,-15.72,81.02,0.0,-
3590,53.04,87.26,-15.72,80.87,0.0,-
3591,53.05,87.04,-15.72,80.78,0.0,-
3592,53.06,87.05,-15.72,80.91,0.0,-
3593,53.07,87.06,-15.72,81.0,0.0,-
3594,53.08,87.18,-15.72,81.18,0.0,-
3595,53.1,87.31,-15.72,81.36,0.0,-
3596,53.11,87.58,-15.72,81.65,0.0,-
3597,53.12,87.88,-15.72,81.95,0.0,-
3598,53.13,88.3,-15.72,82.33,0.0,-
3599,53.14,88.8,-15.72,82.77,0.0,-
3600,53.15,89.35,-15.72,83.24,0.0,-
3601,53.16,90.02,-15.72,83.84,0.0,-
3602,53.17,90.69,-15.72,84.39,0.0,-
3603,53.18,91.32,-15.72,84.92,0.0,-
3604,53.2,92.12,-15.72,85.59,0.0,-
3605,53.21,92.8,-15.72,86.15,0.0,-
3606,53.22,93.61,-15.72,86.83,0.0,-
3607,53.23,94.36,-15.72,87.47,0.0,-
3608,53.24,95.14,-15.72,88.17,0.0,-
3609,53.25,95.86,-15.72,88.78,0.0,-
3610,53.26,96.61,-15.72,89.48,0.0,-
3611,53.27,97.4,-15.72,90.21,0.0,-
3612,53.28,98.2,-15.72,90.96,0.0,-
3613,53.3,98.82,-15.72,91.59,0.0,-
3614,53.31,99.45,-15.72,92.27,0.0,-
3615,53.32,99.78,-15.72,92.7,0.0,-
3616,53.33,100.02,-15.72,93.1,0.0,-
3617,53.34,100.06,-15.72,93.34,0.0,-
3618,53.35,100.11,-15.72,93.6,0.0,-
3619,53.36,100.01,-15.72,93.76,0.0,-
3620,53.37,99.73,-15.72,93.74,0.0,-
3621,53.38,99.44,-15.72,93.77,0.0,-
3622,53.4,99.17,-15.72,93.84,0.0,-
3623,53.41,98.98,-15.72,93.98,0.0,-
3624,53.42,98.67,-15.72,93.96,0.0,-
3625,53.43,98.76,-15.72,94.37,0.0,-
3626,53.44,98.61,-15.72,94.49,0.0,-
3627,53.45,98.61,-15.72,94.71,0.0,-
3628,53.46,98.51,-15.72,94.82,0.0,-
3629,53.47,98.51,-15.72,95.02,0.0,-
3630,53.48,98.42,-15.72,95.07,0.0,-
3631,53.5,98.26,-15.72,95.01,0.0,-
3632,53.51,98.17,-15.72,94.99,0.0,-
3633,53.52,97.96,-15.72,94.82,0.0,-
3634,53.53,97.77,-15.72,94.6,0.0,-
3635,53.54,97.47,-15.72,94.24,0.0,-
3636,53.55,97.12,-15.72,93.83,0.0,-
3637,53.56,96.85,-15.72,93.43,0.0,-
3638,53.57,96.49,-15.72,92.95,0.0,-
3639,53.58,96.31,-15.72,92.6,0.0,-
3640,53.6,96.04,-15.72,92.16,0.0,-
3641,53.61,95.74,-15.72,91.68,0.0,-
3642,53.62,95.51,-15.72,91.25,0.0,-
3643,53.63,95.43,-15.72,91.0,0.0,-
3644,53.64,95.34,-15.72,90.74,0.0,-
3645,53.65,95.39,-15.72,90.63,0.0,-
3646,53.66,95.35,-15.72,90.43,0.0,-
3647,53.67,95.32,-15.72,90.3,0.0,-
3648,53.68,95.24,-15.72,90.09,0.0,-
3649,53.7,95.31,-15.72,90.04,0.0,-
3650,53.71,95.16,-15.72,89.81,0.0,-
3651,53.72,95.25,-15.72,89.82,0.0,-
3652,53.73,95.34,-15.72,89.82,0.0,-
3653,53.74,95.33,-15.72,89.77,0.0,-
3654,53.75,95.46,-15.72,89.85,0.0,-
3655,53.76,95.46,-15.72,89.81,0.0,-
3656,53.77,95.49,-15.72,89.8,0.0,-
3657,53.78,95.48,-15.72,89.77,0.0,-
3658,53.8,95.55,-15.72,89.82,0.0,-
3659,53.81,95.7,-15.72,89.9,0.0,-
3660,53.82,95.94,-15.72,90.12,0.0,-
3661,53.83,96.16,-15.72,90.31,0.0,-
3662,53.84,96.43,-15.72,90.57,0.0,-
3663,53.85,96.91,-15.72,90.96,0.0,-
3664,53.86,97.26,-15.72,91.3,0.0,-
3665,53.87,97.6,-15.72,91.59,0.0,-
3666,53.88,97.71,-15.72,91.72,0.0,-
3667,53.9,97.74,-15.72,91.76,0.0,-
3668,53.91,97.75,-15.72,91.77,0.0,-
3669,53.92,97.52,-15.72,91.59,0.0,-
3670,53.93,97.21,-15.72,91.31,0.0,-
3671,53.94,96.8,-15.72,90.94,0.0,-
3672,53.95,96.32,-15.72,90.51,0.0,-
3673,53.96,95.88,-15.72,90.12,0.0,-
3674,53.97,95.44,-15.72,89.77,0.0,-
3675,53.98,95.02,-15.72,89.4,0.0,-
3676,53.99,94.49,-15.72,88.95,0.0,-
3677,54.01,93.97,-15.72,88.48,0.0,-
3678,54.02,93.43,-15.72,88.01,0.0,-
3679,54.03,92.93,-15.72,87.55,0.0,-
3680,54.04,92.37,-15.72,87.1,0.0,-
3681,54.05,91.95,-15.72,86.72,0.0,-
3682,54.06,91.63,-15.72,86.46,0.0,-
3683,54.07,91.51,-15.72,86.4,0.0,-
3684,54.08,91.49,-15.72,86.43,0.0,-
3685,54.09,91.51,-15.72,86.49,0.0,-
3686,54.11,91.64,-15.72,86.66,0.0,-
3687,54.12,91.72,-15.72,86.8,0.0,-
3688,54.13,91.94,-15.72,87.04,0.0,-
3689,54.14,92.04,-15.72,87.21,0.0,-
3690,54.15,92.12,-15.72,87.33,0.0,-
3691,54.16,92.17,-15.72,87.45,0.0,-
3692,54.17,92.15,-15.72,87.47,0.0,-
3693,54.18,92.24,-15.72,87.63,0.0,-
3694,54.19,92.16,-15.72,87.62,0.0,-
3695,54.21,92.2,-15.72,87.75,0.0,-
3696,54.22,92.26,-15.72,87.85,0.0,-
3697,54.23,92.22,-15.72,87.91,0.0,-
3698,54.24,92.26,-15.72,88.02,0.0,-
3699,54.25,92.16,-15.72,87.97,0.0,-
3700,54.26,92.26,-15.72,88.11,0.0,-
3701,54.27,92.25,-15.72,88.18,0.0,-
3702,54.28,92.22,-15.72,88.19,0.0,-
3703,54.3,92.23,-15.72,88.21,0.0,-
3704,54.31,92.22,-15.72,88.27,0.0,-
3705,54.32,92.1,-15.72,88.15,0.0,-
3706,54.33,92.14,-15.72,88.23,0.0,-
3707,54.34,92.19,-15.72,88.28,0.0,-
3708,54.35,92.34,-15.72,88.42,0.0,-
3709,54.36,92.45,-15.72,88.52,0.0,-
3710,54.37,92.68,-15.72,88.75,0.0,-
3711,54.38,92.81,-15.72,88.88,0.0,-
3712,54.4,93.02,-15.72,89.05,0.0,-
3713,54.41,93.15,-15.72,89.19,0.0,-
3714,54.42,93.29,-15.72,89.33,0.0,-
3715,54.43,93.43,-15.72,89.48,0.0,-
3716,54.44,93.61,-15.72,89.65,0.0,-
3717,54.45,93.8,-15.72,89.85,0.0,-
3718,54.46,93.93,-15.72,89.96,0.0,-
3719,54.47,94.04,-15.72,90.09,0.0,-
3720,54.48,94.11,-15.72,90.16,0.0,-
3721,54.5,94.21,-15.72,90.23,0.0,-
3722,54.51,94.15,-15.72,90.13,0.0,-
3723,54.52,93.99,-15.72,89.95,0.0,-
3724,54.53,93.71,-15.72,89.63,0.0,-
3725,54.54,93.46,-15.72,89.35,0.0,-
3726,54.55,93.14,-15.72,89.0,0.0,-
3727,54.56,92.81,-15.72,88.63,0.0,-
3728,54.57,92.34,-15.72,88.12,0.0,-
3729,54.58,91.81,-15.72,87.51,0.0,-
3730,54.6,91.33,-15.72,86.95,0.0,-
3731,54.61,90.64,-15.72,86.17,0.0,-
3732,54.62,90.13,-15.72,85.57,0.0,-
3733,54.63,89.55,-15.72,84.88,0.0,-
3734,54.64,89.02,-15.72,84.27,0.0,-
3735,54.65,88.62,-15.72,83.74,0.0,-
3736,54.66,88.33,-15.72,83.35,0.0,-
3737,54.67,88.12,-15.72,83.03,0.0,-
3738,54.68,87.91,-15.72,82.73,0.0,-
3739,54.69,87.87,-15.72,82.6,0.0,-
3740,54.71,87.79,-15.72,82.46,0.0,-
3741,54.72,87.71,-15.72,82.36,0.0,-
3742,54.73,87.56,-15.72,82.2,0.0,-
3743,54.74,87.48,-15.72,82.13,0.0,-
3744,54.75,87.3,-15.72,82.0,0.0,-
3745,54.76,87.17,-15.72,81.94,0.0,-
3746,54.77,87.08,-15.72,81.94,0.0,-
3747,54.78,87.06,-15.72,82.01,0.0,-
3748,54.79,87.06,-15.72,82.14,0.0,-
3749,54.81,86.99,-15.72,82.21,0.0,-
3750,54.82,86.96,-15.72,82.29,0.0,-
3751,54.83,86.87,-15.72,82.34,0.0,-
3752,54.84,86.81,-15.72,82.4,0.0,-
3753,54.85,86.82,-15.72,82.5,0.0,-
3754,54.86,86.85,-15.72,82.62,0.0,-
3755,54.87,86.87,-15.72,82.7,0.0,-
3756,54.88,86.92,-15.72,82.78,0.0,-
3757,54.89,87.1,-15.72,82.97,0.0,-
3758,54.91,87.23,-15.72,83.07,0.0,-
3759,54.92,87.27,-15.72,83.09,0.0,-
3760,54.93,87.33,-15.72,83.11,0.0,-
3761,54.94,87.38,-15.72,83.08,0.0,-
3762,54.95,87.28,-15.72,82.92,0.0,-
3763,54.96,87.1,-15.72,82.7,0.0,-
3764,54.97,87.03,-15.72,82.55,0.0,-
3765,54.98,86.81,-15.72,82.27,0.0,-
3766,54.99,86.6,-15.72,82.02,0.0,-
3767,55.01,86.5,-15.72,81.89,0.0,-
3768,55.02,86.29,-15.72,81.66,0.0,-
3769,55.03,86.2,-15.72,81.54,0.0,-
3770,55.04,85.99,-15.72,81.34,0.0,-
3771,55.05,85.69,-15.72,81.06,0.0,-
3772,55.06,85.41,-15.72,80.83,0.0,-
3773,55.07,85.08,-15.72,80.58,0.0,-
3774,55.08,84.67,-15.72,80.24,0.0,-
3775,55.09,84.38,-15.72,80.04,0.0,-
3776,55.11,84.13,-15.72,79.87,0.0,-
3777,55.12,83.8,-15.72,79.64,0.0,-
3778,55.15,341.35,-15.72,368.07,5.68,-
3779,56.32,447.37,191.44,873.65,5.42,-
3780,56.34,344.4,132.9,873.65,5.38,-
3781,56.35,335.28,144.12,873.65,5.44,-
3782,56.36,327.65,156.54,873.65,5.58,-
3783,56.37,361.3,177.0,873.65,5.55,-
3784,56.38,354.63,163.7,873.65,5.58,-
3785,56.39,359.01,196.6,873.65,5.71,-
3786,56.41,304.45,180.75,873.65,5.53,-
3787,56.42,332.79,160.89,873.65,5.63,-
3788,56.43,343.26,128.69,873.65,5.45,-
3789,56.44,353.91,148.95,873.65,5.5,-
3790,56.45,198.63,152.66,873.65,5.34,-
3791,56.46,157.12,130.71,873.65,5.08,-
3792,56.47,338.93,158.99,873.65,5.47,-
3793,56.48,289.33,178.11,873.65,5.15,-
3794,56.49,345.22,139.35,873.65,5.45,-
3795,56.51,347.89,142.5,873.65,5.39,-
3796,56.52,383.66,158.87,873.65,5.4,-
3797,56.53,323.9,158.34,873.65,5.37,-
3798,56.54,314.04,133.67,873.65,5.41,-
3799,56.55,355.77,132.78,873.65,5.45,-
3800,56.56,348.9,129.16,873.65,5.52,-
3801,56.57,385.98,139.69,873.65,5.58,-
3802,56.58,378.5,156.83,873.65,5.75,-
3803,56.59,364.21,139.94,873.65,5.67,-
3804,56.6,356.6,115.97,873.65,5.6,-
3805,56.62,348.35,144.5,873.65,5.46,-
3806,56.63,342.9,115.99,873.65,5.64,-
3807,56.64,358.21,119.9,873.65,5.74,-
3808,56.65,337.82,101.12,873.65,5.63,-
3809,56.66,351.69,111.16,873.65,5.57,-
3810,56.67,334.49,124.22,873.65,5.8,-
3811,56.68,327.23,103.4,873.65,5.76,-
3812,56.69,326.95,153.91,873.65,5.56,-
3813,56.7,322.11,92.22,873.65,5.47,-
3814,56.72,310.54,147.54,873.65,5.72,-
3815,56.73,305.03,128.17,873.65,5.41,-
3816,56.74,308.17,128.62,873.65,5.51,-
3817,56.75,299.95,137.75,873.65,5.4,-
3818,56.76,325.74,143.79,873.65,5.52,-
3819,56.77,313.6,126.31,873.65,5.52,-
3820,56.78,318.05,112.35,873.65,5.55,-
3821,56.79,310.45,77.95,873.65,6.11,-
3822,56.8,286.63,76.83,873.65,6.02,-
3823,56.82,296.34,82.71,873.65,6.0,-
3824,56.83,295.83,76.99,873.65,5.98,-
3825,56.84,303.67,126.59,873.65,6.12,-
3826,56.85,314.39,131.2,873.65,5.97,-
3827,56.86,334.48,164.92,873.65,5.98,-
3828,56.87,364.59,140.31,873.65,6.02,-
3829,56.88,358.17,155.42,873.65,5.89,-
3830,56.89,327.53,146.05,873.65,5.81,-
3831,56.9,364.3,151.55,873.65,5.87,-
3832,56.92,326.3,111.33,873.65,5.71,-
3833,56.93,325.54,101.56,873.65,5.92,-
3834,56.94,341.62,147.08,873.65,5.93,-
3835,56.95,328.63,142.79,873.65,5.89,-
3836,56.96,328.93,108.57,873.65,5.9,-
3837,56.97,324.6,107.28,873.65,5.9,-
3838,56.98,343.13,128.46,873.65,5.92,-
3839,56.99,322.08,104.43,873.65,5.92,-
3840,57.0,335.2,123.88,873.65,5.92,-
3841,57.02,337.92,119.48,873.65,5.93,-
3842,57.03,338.49,120.73,873.65,5.93,-
3843,57.04,345.48,125.42,873.65,5.95,-
3844,57.05,344.45,125.95,873.65,5.95,-
3845,57.06,345.18,130.4,873.65,5.96,-
3846,57.07,349.51,136.02,873.65,6.12,-
3847,57.08,332.01,118.74,873.65,5.81,-
3848,57.09,318.2,146.44,873.65,5.8,-
3849,57.1,336.75,129.82,873.65,6.04,-
3850,57.12,315.29,110.14,873.65,5.92,-
3851,57.13,325.01,125.27,873.65,5.96,-
3852,57.14,286.55,80.12,873.65,5.6,-
3853,57.15,274.21,85.32,873.65,5.37,-
3854,57.16,272.1,78.92,873.65,5.64,-
3855,57.17,267.45,76.88,873.65,5.87,-
3856,57.18,267.41,79.98,873.65,5.89,-
3857,57.19,267.91,79.89,873.65,5.94,-
3858,57.2,268.81,80.06,873.65,5.94,-
3859,57.22,267.46,81.19,873.65,5.87,-
3860,57.23,302.39,115.32,873.65,5.95,-
3861,57.24,301.47,115.48,873.65,5.95,-
3862,57.25,302.79,119.29,873.65,5.95,-
3863,57.26,307.38,123.83,873.65,5.96,-
3864,57.27,280.87,97.77,873.65,5.95,-
3865,57.28,269.77,84.72,873.65,5.9,-
3866,57.29,271.24,86.41,873.65,5.93,-
3867,57.3,272.93,85.76,873.65,5.85,-
3868,57.32,274.74,87.41,873.65,5.88,-
3869,57.33,272.68,86.45,873.65,5.77,-
3870,57.34,275.2,83.29,873.65,6.04,-
3871,57.35,276.3,81.43,873.65,6.02,-
3872,57.36,290.59,97.74,873.65,5.97,-
3873,57.37,319.32,119.22,873.65,5.83,-
3874,57.38,332.86,120.84,873.65,5.92,-
3875,57.39,304.03,125.3,873.65,5.94,-
3876,57.4,268.12,37.88,873.65,5.33,-
3877,57.42,220.48,81.5,873.65,5.4,-
3878,57.43,131.4,-15.72,178.37,4.89,-
3879,57.44,126.37,274.45,873.65,4.45,-
3880,57.45,227.42,-15.72,345.49,4.85,-
3881,57.46,224.39,-15.72,339.67,0.0,-
3882,57.47,222.34,-15.72,335.38,0.0,-
3883,57.48,220.07,-15.72,330.63,0.0,-
3884,57.49,218.64,-15.72,326.87,0.0,-
3885,57.51,218.44,-15.72,324.81,0.0,-
3886,57.52,218.39,-15.72,322.58,0.0,-
3887,57.53,104.22,58.19,873.65,4.35,-
3888,57.54,143.05,63.78,873.65,4.7,-
3889,57.55,190.7,99.71,873.65,5.67,-
3890,57.56,62.33,202.18,873.65,5.46,-
3891,57.57,29.12,-15.72,213.86,4.78,-
3892,57.58,99.31,34.0,873.65,5.04,-
3893,57.59,-20.24,-15.72,506.27,5.37,-
3894,57.61,-17.07,-15.72,503.89,5.37,-
3895,57.62,-11.41,-15.72,374.81,5.3,-
3896,57.63,-177.23,81.55,873.65,5.36,-
3897,57.64,-111.97,59.79,873.65,5.45,-
3898,57.65,-102.0,117.36,873.65,5.58,-
3899,57.66,-103.1,37.15,873.65,5.59,-
3900,57.67,-114.44,85.15,873.65,5.51,-
3901,57.68,-118.44,91.42,873.65,5.49,-
3902,57.69,-94.66,79.55,873.65,5.55,-
3903,57.71,-86.03,79.52,873.65,5.55,-
3904,57.72,-39.81,120.9,873.65,5.46,-
3905,57.73,-41.61,100.55,873.65,5.43,-
3906,57.74,-23.15,52.61,873.65,5.58,-
3907,57.75,-48.91,53.04,873.65,5.49,-
3908,57.76,-20.82,62.12,873.65,5.47,-
3909,57.77,-18.6,119.34,873.65,5.55,-
3910,57.78,-10.95,84.94,873.65,5.62,-
3911,57.79,-26.61,89.22,873.65,5.47,-
3912,57.8,0.01,65.99,873.65,5.65,-
3913,57.82,-11.61,105.47,873.65,5.53,-
3914,57.83,32.27,74.27,873.65,5.56,-
3915,57.84,19.45,109.77,873.65,5.42,-
3916,57.85,30.72,88.87,873.65,5.58,-
3917,57.86,48.41,106.71,873.65,5.45,-
3918,57.87,17.88,130.32,873.65,5.42,-
3919,57.88,60.22,89.02,873.65,5.54,-
3920,57.89,66.24,80.96,873.65,5.47,-
3921,57.9,78.22,110.94,873.65,5.48,-
3922,57.92,89.44,107.42,873.65,5.48,-
3923,57.93,106.13,71.88,873.65,5.51,-
3924,57.94,123.13,73.75,873.65,5.48,-
3925,57.95,65.24,58.46,873.65,5.79,-
3926,57.96,115.5,43.74,873.65,5.8,-
3927,57.97,143.59,45.92,873.65,5.52,-
3928,57.98,164.73,35.66,873.65,5.81,-
3929,57.99,151.97,45.9,873.65,5.9,-
3930,58.0,161.63,45.68,873.65,5.9,-
3931,58.02,183.34,49.75,873.65,5.83,-
3932,58.03,180.5,48.6,873.65,5.78,-
3933,58.04,206.94,37.28,873.65,5.7,-
3934,58.05,180.2,62.23,873.65,5.7,-
3935,58.06,157.5,88.39,873.65,5.7,-
3936,58.07,156.55,63.23,873.65,5.66,-
3937,58.08,254.1,43.55,873.65,5.62,-
3938,58.09,293.66,27.35,873.65,5.71,-
3939,58.1,476.93,-12.22,873.65,5.61,-
3940,58.17,499.58,-15.72,643.14,5.44,-
3941,58.23,267.97,-15.72,330.57,5.5,-
3942,58.25,571.26,-15.72,675.99,5.58,-
3943,58.26,653.16,-15.72,756.49,5.63,-
3944,58.54,873.65,96.62,473.59,5.71,-
3945,58.55,873.65,95.77,461.96,5.71,-
3946,58.56,873.65,92.91,461.03,5.7,-
3947,58.57,873.65,94.06,461.22,5.7,-
3948,58.65,873.65,107.14,409.54,5.75,-
3949,58.66,873.65,132.77,379.57,5.75,-
3950,58.67,873.65,144.91,374.6,5.78,-
3951,58.68,873.65,144.55,367.0,5.72,-
3952,58.69,873.65,144.14,359.52,5.75,-
3953,58.7,873.65,143.22,352.32,5.79,-
3954,58.72,873.65,141.86,349.35,5.74,-
3955,58.73,873.65,134.21,354.91,5.73,-
3956,58.74,873.65,126.34,354.91,5.73,-
3957,58.75,873.65,115.32,349.79,5.7,-
3958,58.76,873.65,126.77,341.47,5.71,-
3959,58.78,873.65,96.97,340.04,5.66,-
3960,58.79,873.65,118.19,313.91,5.52,-
3961,58.8,873.65,127.2,285.97,5.59,-
3962,58.82,873.65,121.76,289.81,5.69,-
3963,58.93,873.65,75.31,445.79,5.7,-
3964,58.94,873.65,78.84,377.88,5.71,-
3965,58.95,873.65,30.38,350.9,5.73,-
3966,58.96,873.65,55.57,384.21,5.74,-
3967,58.97,873.65,78.21,412.2,5.78,-
3968,58.98,873.65,86.23,387.58,5.78,-
3969,58.99,873.65,89.74,392.53,5.57,-
3970,59.0,873.65,57.9,391.13,5.95,-
3971,59.02,873.65,50.36,364.0,5.86,-
3972,59.03,873.65,43.47,392.03,5.64,-
3973,59.04,873.65,1.83,452.8,6.01,-
3974,59.05,873.65,11.35,478.58,5.41,-
3975,59.06,873.65,-5.34,453.0,5.9,-
3976,59.07,873.65,88.16,454.27,5.77,-
3977,59.08,873.65,21.02,308.93,5.57,-
3978,59.09,310.13,-15.72,105.17,5.69,-
3979,59.1,873.65,69.71,142.07,6.45,-
3980,59.12,873.65,45.98,111.31,5.57,-
3981,59.13,873.65,44.81,67.56,5.83,-
3982,59.14,348.23,-15.72,14.19,5.87,-
3983,59.15,873.65,8.11,15.67,5.91,-
3984,59.16,779.81,-15.72,18.0,5.8,-
3985,59.17,873.65,-6.42,16.46,5.94,-
3986,59.18,873.65,-10.79,6.42,6.13,-
3987,59.19,873.65,-11.72,45.89,5.84,-
3988,59.2,473.62,-15.72,15.8,5.93,-
3989,59.21,873.65,-6.6,-3.92,6.03,-
3990,59.23,873.65,-13.05,8.04,6.15,-
3991,59.24,873.65,10.75,2.45,6.0,-
3992,59.25,873.65,34.29,-23.21,6.17,-
3993,59.26,873.65,32.46,-10.79,6.3,-
3994,59.27,873.65,34.77,-45.91,6.16,-
3995,59.28,873.65,46.34,-73.78,6.25,-
3996,59.29,873.65,-4.63,-82.11,5.65,-
3997,59.3,873.65,-2.19,-156.48,5.93,-
3998,59.31,537.23,-15.72,-99.02,6.0,-
3999,59.33,873.65,-8.4,-162.03,5.81,-
4000,59.34,670.59,-15.72,-120.59,5.82,-
4001,59.35,604.89,-15.72,-112.71,5.81,-
4002,59.36,561.86,-15.72,-108.31,5.8,-
4003,59.37,661.4,-15.72,-119.47,5.74,-
4004,59.38,605.43,-15.72,-113.6,5.64,-
4005,59.39,646.46,-15.72,-127.21,5.67,-
4006,59.4,662.68,-15.72,-134.89,5.67,-
4007,59.41,601.5,-15.72,-129.38,5.95,-
4008,59.43,667.72,-15.72,-147.65,5.11,-
4009,59.44,700.11,-15.72,-158.01,5.76,-
4010,59.45,742.18,-15.72,-172.4,5.74,-
4011,59.46,775.84,-15.72,-185.31,5.73,-
4012,59.47,873.65,-11.56,-221.81,5.74,-
4013,59.48,873.65,-9.81,-214.07,5.65,-
