,seconds ,point x ,point y ,point z ,pupil diameter,flag
0,0.0,49.58,-15.72,52.9,0.0,-
1,0.01,49.64,-15.72,53.01,0.0,gaze started: White.fbx
2,0.02,49.71,-15.72,53.14,0.0,-
3,0.03,49.75,-15.72,53.23,0.0,-
4,0.04,49.76,-15.72,53.32,0.0,-
5,0.05,49.73,-15.72,53.36,0.0,-
6,0.06,49.71,-15.72,53.44,0.0,-
7,0.07,49.68,-15.72,53.5,0.0,-
8,0.08,49.64,-15.72,53.52,0.0,-
9,0.1,49.59,-15.72,53.54,0.0,-
10,0.11,49.55,-15.72,53.55,0.0,-
11,0.12,49.51,-15.72,53.55,0.0,-
12,0.13,49.47,-15.72,53.54,0.0,-
13,0.14,49.48,-15.72,53.58,0.0,-
14,0.15,49.49,-15.72,53.63,0.0,-
15,0.16,49.51,-15.72,53.65,0.0,-
16,0.17,49.55,-15.72,53.71,0.0,-
17,0.18,49.6,-15.72,53.76,0.0,-
18,0.2,49.62,-15.72,53.8,0.0,-
19,0.21,49.62,-15.72,53.84,0.0,-
20,0.22,49.67,-15.72,53.9,0.0,-
21,0.23,49.68,-15.72,53.93,0.0,-
22,0.24,49.72,-15.72,53.99,0.0,-
23,0.25,49.77,-15.72,54.08,0.0,-
24,0.26,49.84,-15.72,54.19,0.0,-
25,0.27,49.92,-15.72,54.31,0.0,-
26,0.28,49.99,-15.72,54.42,0.0,-
27,0.3,50.02,-15.72,54.51,0.0,-
28,0.31,50.09,-15.72,54.64,0.0,-
29,0.32,50.13,-15.72,54.75,0.0,-
30,0.33,50.16,-15.72,54.84,0.0,-
31,0.34,50.12,-15.72,54.87,0.0,-
32,0.35,50.1,-15.72,54.92,0.0,-
33,0.36,50.03,-15.72,54.91,0.0,-
34,0.37,49.99,-15.72,54.93,0.0,-
35,0.38,50.01,-15.72,55.02,0.0,-
36,0.4,50.0,-15.72,55.08,0.0,-
37,0.41,50.04,-15.72,55.18,0.0,-
38,0.42,50.1,-15.72,55.3,0.0,-
39,0.43,50.18,-15.72,55.42,0.0,-
40,0.44,50.23,-15.72,55.51,0.0,-
41,0.45,50.22,-15.72,55.54,0.0,-
42,0.46,50.26,-15.72,55.6,0.0,-
43,0.47,50.26,-15.72,55.64,0.0,-
44,0.49,50.29,-15.72,55.69,0.0,-
45,0.5,50.32,-15.72,55.74,0.0,-
46,0.51,50.35,-15.72,55.77,0.0,-
47,0.52,50.39,-15.72,55.81,0.0,gaze fixated: White.fbx
48,0.53,50.4,-15.72,55.8,0.0,-
49,0.54,50.4,-15.72,55.78,0.0,-
50,0.55,50.37,-15.72,55.73,0.0,-
51,0.57,50.33,-15.72,55.67,0.0,-
52,0.58,50.23,-15.72,55.53,0.0,-
53,0.59,50.13,-15.72,55.42,0.0,-
54,0.6,50.0,-15.72,55.26,0.0,-
55,0.61,49.84,-15.72,55.09,0.0,-
56,0.62,49.66,-15.72,54.9,0.0,-
57,0.63,49.44,-15.72,54.66,0.0,-
58,0.64,49.22,-15.72,54.41,0.0,-
59,0.65,49.02,-15.72,54.21,0.0,-
60,0.67,48.75,-15.72,53.92,0.0,-
61,0.68,48.52,-15.72,53.67,0.0,-
62,0.69,48.28,-15.72,53.41,0.0,-
63,0.7,48.02,-15.72,53.13,0.0,-
64,0.71,47.79,-15.72,52.89,0.0,-
65,0.72,47.56,-15.72,52.64,0.0,-
66,0.73,47.4,-15.72,52.47,0.0,-
67,0.74,47.23,-15.72,52.29,0.0,-
68,0.75,47.05,-15.72,52.1,0.0,-
69,0.77,46.9,-15.72,51.93,0.0,-
70,0.78,46.78,-15.72,51.79,0.0,-
71,0.79,46.68,-15.72,51.68,0.0,-
72,0.8,46.62,-15.72,51.59,0.0,-
73,0.81,46.57,-15.72,51.53,0.0,-
74,0.82,46.59,-15.72,51.52,0.0,-
75,0.83,46.6,-15.72,51.52,0.0,-
76,0.84,46.67,-15.72,51.57,0.0,-
77,0.85,46.74,-15.72,51.62,0.0,-
78,0.87,46.86,-15.72,51.74,0.0,-
79,0.88,46.98,-15.72,51.86,0.0,-
80,0.89,47.08,-15.72,51.95,0.0,-
81,0.9,47.18,-15.72,52.04,0.0,-
82,0.91,47.32,-15.72,52.18,0.0,-
83,0.92,47.43,-15.72,52.29,0.0,-
84,0.93,47.52,-15.72,52.39,0.0,-
85,0.94,47.61,-15.72,52.51,0.0,-
86,0.95,47.75,-15.72,52.69,0.0,-
87,0.97,47.88,-15.72,52.87,0.0,-
88,0.98,48.01,-15.72,53.05,0.0,-
89,0.99,48.14,-15.72,53.24,0.0,-
90,1.0,48.25,-15.72,53.43,0.0,-
91,1.01,48.36,-15.72,53.6,0.0,-
92,1.02,48.46,-15.72,53.78,0.0,-
93,1.03,48.51,-15.72,53.9,0.0,-
94,1.04,48.62,-15.72,54.09,0.0,-
95,1.05,48.71,-15.72,54.26,0.0,-
96,1.06,48.79,-15.72,54.4,0.0,-
97,1.08,48.87,-15.72,54.52,0.0,-
98,1.09,48.93,-15.72,54.61,0.0,-
99,1.1,49.0,-15.72,54.69,0.0,-
100,1.11,49.03,-15.72,54.73,0.0,-
101,1.12,49.07,-15.72,54.74,0.0,-
102,1.13,49.11,-15.72,54.74,0.0,-
103,1.14,49.16,-15.72,54.75,0.0,-
104,1.15,49.18,-15.72,54.73,0.0,-
105,1.16,49.22,-15.72,54.72,0.0,-
106,1.18,49.26,-15.72,54.67,0.0,-
107,1.19,49.32,-15.72,54.67,0.0,-
108,1.2,49.33,-15.72,54.59,0.0,-
109,1.21,49.31,-15.72,54.49,0.0,-
110,1.22,49.25,-15.72,54.35,0.0,-
111,1.23,49.2,-15.72,54.21,0.0,-
112,1.24,49.13,-15.72,54.06,0.0,-
113,1.25,49.04,-15.72,53.87,0.0,-
114,1.26,48.9,-15.72,53.66,0.0,-
115,1.28,48.77,-15.72,53.44,0.0,-
116,1.29,48.67,-15.72,53.27,0.0,-
117,1.3,48.59,-15.72,53.1,0.0,-
118,1.31,48.49,-15.72,52.95,0.0,-
119,1.32,48.4,-15.72,52.81,0.0,-
120,1.33,48.35,-15.72,52.72,0.0,-
121,1.34,48.27,-15.72,52.6,0.0,-
122,1.35,48.18,-15.72,52.47,0.0,-
123,1.36,48.13,-15.72,52.39,0.0,-
124,1.38,48.05,-15.72,52.3,0.0,-
125,1.39,48.0,-15.72,52.22,0.0,-
126,1.4,47.98,-15.72,52.2,0.0,-
127,1.41,47.94,-15.72,52.17,0.0,-
128,1.42,47.96,-15.72,52.18,0.0,-
129,1.43,47.92,-15.72,52.15,0.0,-
130,1.44,47.93,-15.72,52.19,0.0,-
131,1.45,47.94,-15.72,52.2,0.0,-
132,1.47,47.94,-15.72,52.22,0.0,-
133,1.48,47.95,-15.72,52.24,0.0,-
134,1.49,47.99,-15.72,52.26,0.0,-
135,1.5,47.98,-15.72,52.26,0.0,-
136,1.51,48.02,-15.72,52.3,0.0,-
137,1.52,48.08,-15.72,52.33,0.0,-
138,1.53,48.14,-15.72,52.38,0.0,-
139,1.54,48.25,-15.72,52.45,0.0,-
140,1.55,48.33,-15.72,52.5,0.0,-
141,1.57,48.4,-15.72,52.52,0.0,-
142,1.58,48.45,-15.72,52.53,0.0,-
143,1.59,48.47,-15.72,52.51,0.0,-
144,1.6,48.47,-15.72,52.47,0.0,-
145,1.61,48.5,-15.72,52.47,0.0,-
146,1.62,48.48,-15.72,52.44,0.0,-
147,1.63,48.45,-15.72,52.39,0.0,-
148,1.64,48.41,-15.72,52.35,0.0,-
149,1.65,48.36,-15.72,52.3,0.0,-
150,1.66,48.31,-15.72,52.27,0.0,-
151,1.68,48.31,-15.72,52.28,0.0,-
152,1.69,48.27,-15.72,52.26,0.0,-
153,1.7,48.25,-15.72,52.25,0.0,-
154,1.71,48.22,-15.72,52.25,0.0,-
155,1.72,48.2,-15.72,52.24,0.0,-
156,1.73,48.15,-15.72,52.19,0.0,-
157,1.74,48.08,-15.72,52.14,0.0,-
158,1.75,48.02,-15.72,52.06,0.0,-
159,1.76,47.95,-15.72,51.99,0.0,-
160,1.78,47.95,-15.72,51.96,0.0,-
161,1.79,47.95,-15.72,51.93,0.0,-
162,1.8,47.96,-15.72,51.91,0.0,-
163,1.81,47.99,-15.72,51.9,0.0,-
164,1.82,48.0,-15.72,51.86,0.0,-
165,1.83,48.05,-15.72,51.86,0.0,-
166,1.84,48.09,-15.72,51.83,0.0,-
167,1.85,48.21,-15.72,51.89,0.0,-
168,1.86,48.29,-15.72,51.92,0.0,-
169,1.88,48.38,-15.72,51.94,0.0,-
170,1.89,48.46,-15.72,51.97,0.0,-
171,1.9,48.56,-15.72,52.03,0.0,-
172,1.91,48.63,-15.72,52.09,0.0,-
173,1.92,48.67,-15.72,52.1,0.0,-
174,1.93,48.71,-15.72,52.14,0.0,-
175,1.94,48.72,-15.72,52.14,0.0,-
176,1.95,48.71,-15.72,52.14,0.0,-
177,1.96,48.72,-15.72,52.16,0.0,-
178,1.98,48.71,-15.72,52.16,0.0,-
179,1.99,48.7,-15.72,52.2,0.0,-
180,2.0,48.69,-15.72,52.22,0.0,-
181,2.01,48.72,-15.72,52.27,0.0,-
182,2.02,48.72,-15.72,52.3,0.0,-
183,2.03,48.72,-15.72,52.32,0.0,-
184,2.04,48.72,-15.72,52.37,0.0,-
185,2.05,48.74,-15.72,52.43,0.0,-
186,2.06,48.76,-15.72,52.46,0.0,-
187,2.08,48.8,-15.72,52.52,0.0,-
188,2.09,48.83,-15.72,52.56,0.0,-
189,2.1,48.93,-15.72,52.65,0.0,-
190,2.11,48.97,-15.72,52.7,0.0,-
191,2.12,49.04,-15.72,52.76,0.0,-
192,2.13,49.12,-15.72,52.85,0.0,-
193,2.14,49.21,-15.72,52.92,0.0,-
194,2.15,49.28,-15.72,52.96,0.0,-
195,2.16,49.39,-15.72,53.05,0.0,-
196,2.18,49.48,-15.72,53.13,0.0,-
197,2.19,49.58,-15.72,53.19,0.0,-
198,2.2,49.66,-15.72,53.25,0.0,-
199,2.21,49.72,-15.72,53.3,0.0,-
200,2.22,49.78,-15.72,53.35,0.0,-
201,2.23,49.81,-15.72,53.38,0.0,-
202,2.24,49.84,-15.72,53.42,0.0,-
203,2.25,49.9,-15.72,53.48,0.0,-
204,2.27,49.94,-15.72,53.54,0.0,-
205,2.28,49.94,-15.72,53.56,0.0,-
206,2.29,49.94,-15.72,53.59,0.0,-
207,2.3,50.0,-15.72,53.66,0.0,-
208,2.31,49.98,-15.72,53.67,0.0,-
209,2.32,49.97,-15.72,53.68,0.0,-
210,2.33,49.98,-15.72,53.72,0.0,-
211,2.34,50.02,-15.72,53.77,0.0,-
212,2.35,50.0,-15.72,53.76,0.0,-
213,2.36,50.06,-15.72,53.81,0.0,-
214,2.38,50.14,-15.72,53.86,0.0,-
215,2.39,50.23,-15.72,53.94,0.0,-
216,2.4,50.37,-15.72,54.05,0.0,-
217,2.41,50.52,-15.72,54.17,0.0,-
218,2.42,50.69,-15.72,54.28,0.0,-
219,2.43,50.79,-15.72,54.33,0.0,-
220,2.44,50.85,-15.72,54.35,0.0,-
221,2.45,50.87,-15.72,54.31,0.0,-
222,2.46,50.92,-15.72,54.3,0.0,-
223,2.48,50.9,-15.72,54.2,0.0,-
224,2.49,50.86,-15.72,54.08,0.0,-
225,2.5,50.77,-15.72,53.91,0.0,-
226,2.51,50.68,-15.72,53.71,0.0,-
227,2.52,50.61,-15.72,53.56,0.0,-
228,2.53,50.55,-15.72,53.42,0.0,-
229,2.54,50.48,-15.72,53.27,0.0,-
230,2.55,50.4,-15.72,53.1,0.0,-
231,2.56,50.33,-15.72,52.94,0.0,-
232,2.58,50.2,-15.72,52.77,0.0,-
233,2.59,50.03,-15.72,52.54,0.0,-
234,2.6,49.89,-15.72,52.34,0.0,-
235,2.61,49.71,-15.72,52.14,0.0,-
236,2.62,49.56,-15.72,51.94,0.0,-
237,2.63,49.4,-15.72,51.76,0.0,-
238,2.64,49.25,-15.72,51.6,0.0,-
239,2.65,49.07,-15.72,51.41,0.0,-
240,2.66,48.9,-15.72,51.25,0.0,-
241,2.68,48.76,-15.72,51.11,0.0,-
242,2.69,48.62,-15.72,50.98,0.0,-
243,2.7,48.46,-15.72,50.83,0.0,-
244,2.71,48.33,-15.72,50.7,0.0,-
245,2.72,48.16,-15.72,50.55,0.0,-
246,2.73,48.05,-15.72,50.45,0.0,-
247,2.74,47.95,-15.72,50.35,0.0,-
248,2.75,47.87,-15.72,50.29,0.0,-
249,2.76,47.82,-15.72,50.26,0.0,-
250,2.78,47.82,-15.72,50.27,0.0,-
251,2.79,47.79,-15.72,50.26,0.0,-
252,2.8,47.83,-15.72,50.33,0.0,-
253,2.81,47.85,-15.72,50.39,0.0,-
254,2.82,47.88,-15.72,50.46,0.0,-
255,2.83,47.89,-15.72,50.51,0.0,-
256,2.84,47.93,-15.72,50.6,0.0,-
257,2.85,47.95,-15.72,50.66,0.0,-
258,2.86,47.97,-15.72,50.74,0.0,-
259,2.88,48.03,-15.72,50.86,0.0,-
260,2.89,48.06,-15.72,50.96,0.0,-
261,2.9,48.14,-15.72,51.1,0.0,-
262,2.91,48.21,-15.72,51.24,0.0,-
263,2.92,48.26,-15.72,51.35,0.0,-
264,2.93,48.28,-15.72,51.42,0.0,-
265,2.94,48.39,-15.72,51.6,0.0,-
266,2.95,48.39,-15.72,51.63,0.0,-
267,2.96,48.44,-15.72,51.73,0.0,-
268,2.98,48.43,-15.72,51.77,0.0,-
269,2.99,48.41,-15.72,51.79,0.0,-
270,3.0,48.37,-15.72,51.76,0.0,-
271,3.01,48.36,-15.72,51.77,0.0,-
272,3.02,48.35,-15.72,51.76,0.0,-
273,3.03,48.33,-15.72,51.76,0.0,-
274,3.04,48.32,-15.72,51.75,0.0,-
275,3.05,48.35,-15.72,51.79,0.0,-
276,3.06,48.32,-15.72,51.76,0.0,-
277,3.08,48.3,-15.72,51.73,0.0,-
278,3.09,48.25,-15.72,51.68,0.0,-
279,3.1,48.21,-15.72,51.63,0.0,-
280,3.11,48.11,-15.72,51.52,0.0,-
281,3.12,48.02,-15.72,51.42,0.0,-
282,3.13,47.9,-15.72,51.31,0.0,-
283,3.14,47.8,-15.72,51.2,0.0,-
284,3.15,47.71,-15.72,51.13,0.0,-
285,3.16,47.64,-15.72,51.06,0.0,-
286,3.18,47.61,-15.72,51.04,0.0,-
287,3.19,47.51,-15.72,50.99,0.0,-
288,3.2,47.46,-15.72,50.96,0.0,-
289,3.21,47.36,-15.72,50.9,0.0,-
290,3.22,47.29,-15.72,50.88,0.0,-
291,3.23,47.15,-15.72,50.78,0.0,-
292,3.24,47.08,-15.72,50.74,0.0,-
293,3.25,46.99,-15.72,50.71,0.0,-
294,3.26,46.91,-15.72,50.65,0.0,-
295,3.28,46.85,-15.72,50.63,0.0,-
296,3.29,46.81,-15.72,50.62,0.0,-
297,3.3,46.79,-15.72,50.62,0.0,-
298,3.31,46.76,-15.72,50.62,0.0,-
299,3.32,46.79,-15.72,50.67,0.0,-
300,3.33,46.78,-15.72,50.68,0.0,-
301,3.34,46.81,-15.72,50.72,0.0,-
302,3.35,46.8,-15.72,50.72,0.0,-
303,3.36,46.78,-15.72,50.69,0.0,-
304,3.38,46.77,-15.72,50.68,0.0,-
305,3.39,46.76,-15.72,50.69,0.0,-
306,3.4,46.78,-15.72,50.72,0.0,-
307,3.41,46.77,-15.72,50.7,0.0,-
308,3.42,46.77,-15.72,50.71,0.0,-
309,3.43,46.8,-15.72,50.74,0.0,-
310,3.44,46.8,-15.72,50.76,0.0,-
311,3.45,46.82,-15.72,50.77,0.0,-
312,3.46,46.82,-15.72,50.77,0.0,-
313,3.48,46.82,-15.72,50.77,0.0,-
314,3.49,46.83,-15.72,50.77,0.0,-
315,3.5,46.81,-15.72,50.76,0.0,-
316,3.51,46.81,-15.72,50.74,0.0,-
317,3.52,46.8,-15.72,50.71,0.0,-
318,3.53,46.79,-15.72,50.69,0.0,-
319,3.54,46.78,-15.72,50.67,0.0,-
320,3.55,46.76,-15.72,50.62,0.0,-
321,3.56,46.74,-15.72,50.57,0.0,-
322,3.58,46.72,-15.72,50.53,0.0,-
323,3.59,46.7,-15.72,50.47,0.0,-
324,3.6,46.66,-15.72,50.42,0.0,-
325,3.61,46.6,-15.72,50.34,0.0,-
326,3.62,46.58,-15.72,50.32,0.0,-
327,3.63,46.57,-15.72,50.3,0.0,-
328,3.64,46.58,-15.72,50.31,0.0,-
329,3.65,46.56,-15.72,50.31,0.0,-
330,3.66,46.62,-15.72,50.37,0.0,-
331,3.68,46.69,-15.72,50.46,0.0,-
332,3.69,46.72,-15.72,50.51,0.0,-
333,3.7,46.74,-15.72,50.58,0.0,-
334,3.71,46.78,-15.72,50.64,0.0,-
335,3.72,46.8,-15.72,50.69,0.0,-
336,3.73,46.79,-15.72,50.69,0.0,-
337,3.74,46.79,-15.72,50.71,0.0,-
338,3.75,46.78,-15.72,50.7,0.0,-
339,3.76,46.77,-15.72,50.69,0.0,-
340,3.78,46.77,-15.72,50.68,0.0,-
341,3.79,46.8,-15.72,50.71,0.0,-
342,3.8,46.8,-15.72,50.69,0.0,-
343,3.81,46.8,-15.72,50.65,0.0,-
344,3.82,46.82,-15.72,50.64,0.0,-
345,3.83,46.78,-15.72,50.57,0.0,-
346,3.84,46.74,-15.72,50.5,0.0,-
347,3.85,46.69,-15.72,50.4,0.0,-
348,3.86,46.65,-15.72,50.29,0.0,-
349,3.88,46.59,-15.72,50.19,0.0,-
350,3.89,46.54,-15.72,50.1,0.0,-
351,3.9,46.5,-15.72,50.03,0.0,-
352,3.91,46.43,-15.72,49.93,0.0,-
353,3.92,46.41,-15.72,49.88,0.0,-
354,4.66,479.34,41.41,873.65,5.05,-
355,4.67,395.19,41.49,873.65,4.85,-
356,4.69,472.58,11.3,873.65,4.88,-
357,5.21,370.72,307.11,873.65,5.78,-
358,5.22,337.88,301.2,873.65,5.93,-
359,5.23,265.92,240.7,873.65,5.71,-
360,5.24,186.75,289.34,873.65,5.61,-
361,5.25,199.08,223.95,873.65,5.42,-
362,5.26,158.06,263.4,873.65,5.69,-
363,5.27,152.15,198.97,873.65,5.68,-
364,5.29,115.57,201.03,873.65,5.77,-
365,5.3,135.33,222.01,873.65,5.64,-
366,5.31,142.84,193.99,873.65,5.88,-
367,5.32,134.21,159.3,873.65,5.79,-
368,5.33,110.84,174.1,873.65,5.63,-
369,5.34,108.62,144.48,873.65,5.61,-
370,5.35,101.74,163.66,873.65,5.86,-
371,5.36,94.22,175.25,873.65,5.9,-
372,5.37,100.31,174.17,873.65,5.7,-
373,5.39,96.79,175.97,873.65,5.72,-
374,5.4,59.72,151.04,873.65,5.8,-
375,5.41,65.79,144.42,873.65,5.78,-
376,5.42,55.28,198.09,873.65,5.81,-
377,5.43,59.28,190.27,873.65,5.76,-
378,5.44,91.28,222.5,873.65,5.82,-
379,5.45,113.32,134.74,873.65,5.75,-
380,5.46,94.22,150.82,873.65,5.73,-
381,5.47,71.11,167.92,873.65,5.6,-
382,5.49,91.92,186.62,873.65,5.64,-
383,5.5,126.55,222.12,873.65,5.76,-
384,5.51,96.21,158.19,873.65,5.62,-
385,5.52,94.78,149.25,873.65,5.69,-
386,5.53,58.6,190.22,873.65,5.59,-
387,5.54,95.01,155.15,873.65,5.42,-
388,5.55,129.88,172.08,873.65,5.7,-
389,5.56,116.28,158.47,873.65,5.83,-
390,5.57,112.66,135.48,873.65,5.84,-
391,5.59,118.88,147.27,873.65,5.82,-
392,5.6,124.71,125.55,873.65,5.66,-
393,5.61,133.85,133.17,873.65,5.86,-
394,5.62,109.33,161.45,873.65,5.77,-
395,5.63,114.57,135.9,873.65,5.72,-
396,5.64,107.35,156.2,873.65,5.85,-
397,5.65,127.36,159.79,873.65,5.9,-
398,5.66,124.77,161.34,873.65,5.76,-
399,5.67,130.67,161.35,873.65,5.71,-
400,5.69,125.9,151.52,873.65,5.81,-
401,5.7,131.77,126.96,873.65,5.78,-
402,5.71,113.94,137.22,873.65,5.67,-
403,5.72,117.02,138.97,873.65,5.73,-
404,5.73,117.88,141.12,873.65,5.67,-
405,5.74,119.26,140.81,873.65,5.67,-
406,5.75,128.67,154.29,873.65,5.87,-
407,5.76,127.65,140.4,873.65,5.79,-
408,5.77,128.86,133.88,873.65,5.68,-
409,5.79,134.72,139.46,873.65,5.69,-
410,5.8,140.28,134.55,873.65,5.7,-
411,5.81,154.05,129.95,873.65,5.81,-
412,5.82,185.02,123.13,873.65,5.49,-
413,5.83,130.99,146.41,873.65,5.87,-
414,5.84,164.84,132.92,873.65,5.81,-
415,5.85,184.81,121.63,873.65,5.74,-
416,5.86,240.99,114.45,873.65,5.72,-
417,5.87,226.86,39.28,873.65,5.88,-
418,5.88,242.54,50.35,873.65,5.71,-
419,5.9,247.44,36.45,873.65,5.79,-
420,5.91,238.33,13.72,873.65,5.74,-
421,5.92,248.14,19.7,873.65,5.75,-
422,5.93,237.74,6.44,873.65,5.83,-
423,5.94,251.81,-7.7,873.65,5.89,-
424,5.95,246.3,-12.28,873.65,5.69,-
425,5.96,248.29,-2.45,873.65,5.3,-
426,5.97,226.39,25.36,873.65,5.39,-
427,5.99,231.76,33.53,873.65,5.42,-
428,6.0,249.8,42.54,873.65,5.57,-
429,6.01,264.37,23.08,873.65,5.72,-
430,6.02,259.02,22.66,873.65,5.67,-
431,6.03,288.03,75.93,873.65,5.71,-
432,6.04,281.61,38.44,873.65,5.6,-
433,6.05,276.08,31.56,873.65,5.7,-
434,6.06,296.32,30.24,873.65,5.63,-
435,6.07,317.98,39.07,873.65,5.54,-
436,6.08,343.82,29.71,873.65,5.73,-
437,6.1,350.11,94.23,873.65,5.7,-
438,6.11,326.2,78.38,873.65,5.75,-
439,6.12,337.29,96.38,873.65,5.57,-
440,6.13,334.17,137.07,873.65,5.79,-
441,6.14,326.22,80.41,873.65,5.8,-
442,6.15,340.18,98.42,873.65,5.72,-
443,6.16,376.92,98.4,873.65,5.86,-
444,6.17,387.46,112.95,873.65,5.8,-
445,6.18,396.37,110.4,873.65,5.63,-
446,6.21,421.12,83.37,873.65,5.76,-
447,6.22,431.13,108.34,873.65,5.53,-
448,6.23,421.53,108.08,873.65,5.63,-
449,6.25,467.98,91.65,873.65,5.58,-
450,6.26,454.62,87.36,873.65,5.64,-
451,6.27,469.48,119.01,873.65,5.64,-
452,6.28,451.87,118.8,873.65,5.89,-
453,6.3,445.94,144.42,873.65,6.07,-
454,6.31,453.67,145.12,873.65,6.07,-
455,6.4,334.0,47.72,873.65,5.51,-
456,6.79,473.85,95.98,873.65,0.0,-
457,6.8,470.95,93.21,873.65,0.0,-
458,6.81,468.33,90.89,873.65,0.0,-
459,6.82,465.66,88.71,873.65,0.0,-
460,6.83,463.38,86.85,873.65,0.0,-
461,6.84,461.21,84.84,873.65,0.0,-
462,6.85,459.26,82.84,873.65,0.0,-
463,6.86,457.61,80.33,873.65,0.0,-
464,6.87,456.49,78.08,873.65,0.0,-
465,6.88,455.24,75.72,873.65,0.0,-
466,6.9,454.55,73.79,873.65,0.0,-
467,6.91,453.93,71.94,873.65,0.0,-
468,6.92,453.4,70.59,873.65,0.0,-
469,6.93,453.1,69.51,873.65,0.0,-
470,6.94,453.03,68.92,873.65,0.0,-
471,6.95,453.12,68.62,873.65,0.0,-
472,6.96,453.35,68.79,873.65,0.0,-
473,6.97,453.75,69.23,873.65,0.0,-
474,6.98,454.47,70.25,873.65,0.0,-
475,7.0,455.17,71.06,873.65,0.0,-
476,7.01,455.82,72.3,873.65,0.0,-
477,7.02,456.66,73.44,873.65,0.0,-
478,7.03,457.47,74.7,873.65,0.0,-
479,7.04,458.44,76.06,873.65,0.0,-
480,7.05,459.37,77.31,873.65,0.0,-
481,7.06,460.32,78.66,873.65,0.0,-
482,7.07,461.09,80.12,873.65,0.0,-
483,7.08,461.85,81.6,873.65,0.0,-
484,7.1,463.23,83.03,873.65,0.0,-
485,7.11,463.96,84.66,873.65,0.0,-
486,7.12,464.87,86.18,873.65,0.0,-
487,7.13,465.76,87.65,873.65,0.0,-
488,7.14,466.54,89.04,873.65,0.0,-
489,7.15,467.39,90.16,873.65,0.0,-
490,7.16,468.34,91.36,873.65,0.0,-
491,7.17,469.16,92.29,873.65,0.0,-
492,7.18,470.03,93.22,873.65,0.0,-
493,7.2,470.83,93.81,873.65,0.0,-
494,7.21,471.69,94.35,873.65,0.0,-
495,7.22,472.46,94.53,873.65,0.0,-
496,7.23,473.4,94.4,873.65,0.0,-
497,7.24,474.15,93.94,873.65,0.0,-
498,7.25,475.04,93.15,873.65,0.0,-
499,7.26,475.87,92.14,873.65,0.0,-
500,7.27,476.72,90.31,873.65,0.0,-
501,7.28,477.54,88.39,873.65,0.0,-
502,7.3,478.3,85.81,873.65,0.0,-
503,7.31,478.87,82.95,873.65,0.0,-
504,7.32,479.3,79.98,873.65,0.0,-
505,7.33,479.52,76.72,873.65,0.0,-
506,7.34,479.52,73.6,873.65,0.0,-
507,7.35,479.22,70.69,873.65,0.0,-
508,7.36,478.9,68.07,873.65,0.0,-
509,7.37,478.1,65.65,873.65,0.0,-
510,7.38,477.14,63.83,873.65,0.0,-
511,7.4,476.06,62.55,873.65,0.0,-
512,7.41,474.8,61.74,873.65,0.0,-
513,7.42,473.37,61.4,873.65,0.0,-
514,7.43,471.85,61.51,873.65,0.0,-
515,7.44,470.25,61.78,873.65,0.0,-
516,7.45,468.59,62.08,873.65,0.0,-
517,7.46,466.8,62.49,873.65,0.0,-
518,7.47,464.88,62.67,873.65,0.0,-
519,7.48,462.84,62.62,873.65,0.0,-
520,7.49,460.93,62.21,873.65,0.0,-
521,7.51,458.97,61.48,873.65,0.0,-
522,7.52,457.23,60.53,873.65,0.0,-
523,7.53,455.57,59.79,873.65,0.0,-
524,7.54,454.21,59.15,873.65,0.0,-
525,7.55,452.82,58.8,873.65,0.0,-
526,7.56,451.78,59.06,873.65,0.0,-
527,7.57,450.56,59.57,873.65,0.0,-
528,7.58,449.59,60.56,873.65,0.0,-
529,7.59,448.25,61.84,873.65,0.0,-
530,7.61,447.07,63.53,873.65,0.0,-
531,7.62,445.9,65.39,873.65,0.0,-
532,7.63,444.63,67.1,873.65,0.0,-
533,7.64,443.3,68.77,873.65,0.0,-
534,7.65,442.06,70.23,873.65,0.0,-
535,7.66,440.77,71.45,873.65,0.0,-
536,7.67,439.22,72.7,873.65,0.0,-
537,7.68,437.63,73.79,873.65,0.0,-
538,7.69,436.04,74.75,873.65,0.0,-
539,7.71,434.16,75.81,873.65,0.0,-
540,7.72,432.26,76.79,873.65,0.0,-
541,7.73,430.16,78.07,873.65,0.0,-
542,7.74,427.93,79.59,873.65,0.0,-
543,7.75,425.55,80.95,873.65,0.0,-
544,7.76,423.06,82.54,873.65,0.0,-
545,7.77,420.42,83.92,873.65,0.0,-
546,7.78,417.59,85.18,873.65,0.0,-
547,7.79,414.7,86.31,873.65,0.0,-
548,7.81,411.93,87.25,873.65,0.0,-
549,7.82,409.0,88.06,873.65,0.0,-
550,7.83,406.2,88.77,873.65,0.0,-
551,7.84,403.5,89.28,873.65,0.0,-
552,7.85,400.56,89.59,873.65,0.0,-
553,7.86,397.97,89.8,873.65,0.0,-
554,7.87,395.59,90.03,873.65,0.0,-
555,7.88,392.92,90.13,873.65,0.0,-
556,7.89,390.62,90.46,873.65,0.0,-
557,7.91,388.16,90.65,873.65,0.0,-
558,7.92,385.94,90.78,873.65,0.0,-
559,7.93,383.68,90.81,873.65,0.0,-
560,7.94,381.35,90.74,873.65,0.0,-
561,7.95,379.17,90.69,873.65,0.0,-
562,7.96,376.93,90.61,873.65,0.0,-
563,7.97,374.81,90.5,873.65,0.0,-
564,7.98,372.67,90.77,873.65,0.0,-
565,8.0,370.75,90.71,873.65,0.0,-
