index,section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg],heatmap_ts,ref_center_x,ref_center_y
249,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464292839023226,670.105,511.008,1.0,3.0,,9.950109084627552,4.132172924136051,1243.748,2121,755
254,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464292863059226,669.283,512.605,1.0,3.0,,9.886990870064617,4.012492362443046,1267.784,2109,758
261,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464292899133226,659.537,501.276,1.0,3.0,,9.157667669809705,4.866410077201978,1303.858,2066,744
267,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464292931149226,654.841,505.31,1.0,3.0,,8.799743159992003,4.564692864358074,1335.874,2061,750
275,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464292971054226,643.444,508.267,1.0,3.0,,7.936285760154001,4.345368650585706,1375.779,2092,759
281,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464292999057226,642.641,520.69,1.0,,,7.8694744594505,3.411025038804585,1403.782,2091,775
289,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293039071226,599.093,487.445,1.0,4.0,,4.590471547187741,5.923908153041213,1443.796,2182,775
297,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293079185226,601.975,477.89,1.0,4.0,,4.813254382188857,6.64373026555578,1483.91,2010,720
302,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293106992226,609.953,470.374,1.0,4.0,,5.422569868835709,7.208165556111442,1511.717,1952,712
309,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293138959226,608.859,452.158,1.0,,,5.35162084406586,8.581683703600564,1543.684,2119,696
316,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293175037226,615.744,441.052,1.0,5.0,,5.884397850146208,9.416221195047662,1579.762,2211,670
321,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293198950226,613.787,425.046,1.0,5.0,,5.749828190581552,10.62362867959391,1603.675,2185,651
328,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293235134226,601.435,427.336,1.0,5.0,,4.804798269545658,10.456116859353658,1639.859,2015,672
336,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293275138226,609.632,432.45,1.0,5.0,,5.425963754018205,10.067211269727906,1679.863,2112,673
342,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293307740226,628.433,415.924,1.0,5.0,,6.879003283585959,11.303540338205032,1712.465,2113,651
349,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293339030226,622.919,415.208,1.0,5.0,,6.458179609374411,11.360565153885426,1743.755,2119,654
354,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293367368226,624.084,409.798,1.0,5.0,,6.553750316690596,11.767620604039658,1772.093,2621,607
361,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293399229226,642.249,418.476,1.0,5.0,,7.932086505021902,11.102708496250234,1803.954,2027,667
368,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293435195226,630.442,420.885,1.0,5.0,,7.026536749200304,10.928611096393578,1839.92,2200,658
376,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293475176226,630.34,422.877,1.0,5.0,,7.016339852143636,10.77862965302476,1879.901,2132,667
382,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293507020226,633.33,423.867,1.0,5.0,,7.243528191954262,10.702303608929563,1911.745,1818,686
389,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293539321226,641.207,425.828,1.0,5.0,,7.842520016715747,10.549968425380136,1944.046,2146,671
397,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293579128226,634.351,418.5,1.0,5.0,,7.328287573336491,11.105930690840175,1983.853,2496,775
402,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293607274226,635.452,426.439,1.0,5.0,,7.402445224145223,10.507359701889015,2011.999,1821,687
409,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293639077226,638.525,430.429,1.0,5.0,,7.632038582144227,10.205184453562914,2043.802,2414,778
417,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293679177226,637.061,457.185,1.0,5.0,,7.4912487290218115,8.191636939371715,2083.902,2483,881
422,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293707248226,638.864,462.159,1.0,5.0,,7.623522108405509,7.816439485732975,2111.973,2267,716
429,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293739261226,639.36,455.882,1.0,5.0,,7.66724825590004,8.288667808988741,2143.986,3300,654
436,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293775171226,637.463,445.91,1.0,5.0,,7.53332691075243,9.040213364393416,2179.896,2640,661
443,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293810982226,635.125,435.053,1.0,5.0,,7.367274868014704,9.858912240134178,2215.707,2301,676
449,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293843183226,635.254,429.158,1.0,5.0,,7.383984129895814,10.302756305080118,2247.908,2330,666
457,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293883058226,638.828,423.781,1.0,5.0,,7.663561844845248,10.705535387469636,2287.783,1520,703
462,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293907352226,643.672,422.352,1.0,5.0,,8.035403862733522,10.810076653221593,2312.077,2678,622
469,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293943242226,642.22,444.06,1.0,5.0,,7.89746409244383,9.177022624776184,2347.967,2632,672
476,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464293975295226,631.848,431.036,1.0,5.0,,7.121951780154766,10.16322889443497,2380.02,2495,622
482,68d46c8c-4364-4b73-8c29-02e106980f24,b9dae4a6-fb6c-4279-8b06-c773c36549f2,1688464294007003226,636.958,446.466,1.0,5.0,,7.494286834690807,8.998608245066006,2411.728,2506,820
