section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [G],acceleration y [G],acceleration z [G],roll,pitch
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,1634115210677342999,-0.97561,0.97561,0.609756,-0.025696,-0.988159,0.199158,7.015951710016083,89.56751097259439
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,1634115210682282999,-0.97561,1.097561,0.304878,-0.024109,-0.984497,0.197205,7.03185382017179,89.1350298075563
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,1634115210687222999,-0.914634,1.341463,0.365854,-0.026001,-0.98175,0.198303,7.049820809962199,88.70292002871798
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,1634115210692162999,-1.036585,1.463415,0.487805,-0.027161,-0.9823,0.200806,7.068902855631677,88.27029348375305
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,1634115210697102999,-1.219512,1.402439,0.426829,-0.029175,-0.983765,0.199829,7.088533788738118,87.83688223871803
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,1634115210702042999,-1.158537,1.52439,0.365854,-0.027283,-0.980286,0.199463,7.107961453563945,87.403866270673
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,1634115210706982999,-1.158537,1.52439,0.243902,-0.029297,-0.984131,0.203064,7.128181736042649,86.97101193143965
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,1634115210711922999,-1.158537,1.646341,0.243902,-0.029053,-0.986633,0.198853,7.148844960461616,86.53831345943149
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,1634115210716862999,-1.341463,1.646341,0.243902,-0.030334,-0.983032,0.19928,7.170094161143794,86.10491085205047
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,1634115210721802999,-1.341463,1.585366,0.182927,-0.028442,-0.982239,0.200317,7.190170045321764,85.67168493308736
