section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px]
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,1,1634115210211047999,1634115211087020999,875,806.944,393.654
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,2,1634115211122977999,1634115211539039999,416,670.468,458.131
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,3,1634115211791002999,1634115211871038999,80,643.46,586.952
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,4,1634115211903002999,1634115212527031999,624,764.558,566.699
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,5,1634115212535028999,1634115212707023999,171,771.635,510.844
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,6,1634115212731049999,1634115213431052999,700,641.262,462.328
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,7,1634115213475062999,1634115214795029999,1319,752.185,397.366
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,8,1634115214854993999,1634115215215054999,360,719.571,635.717
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,9,1634115215322983999,1634115215911035999,588,738.785,527.75
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,10,1634115216167170999,1634115217111012999,943,675.885,610.422
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,11,1634115217127017999,1634115217687045999,560,722.661,535.432
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,12,1634115217687045999,1634115218067070999,380,668.695,525.835
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,13,1634115218091064999,1634115218483056999,391,609.358,532.841
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,14,1634115218515050999,1634115219059010999,543,605.93,419.958
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,15,1634115219215029999,1634115219575065999,360,607.998,428.1
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,16,1634115219595028999,1634115220287022999,691,555.601,450.297
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,17,1634115220327016999,1634115220619050999,292,585.265,558.801
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,18,1634115220639007999,1634115220891017999,252,638.841,565.152
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,19,1634115220903063999,1634115221407044999,503,663.244,592.826
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,20,1634115221583035999,1634115222127041999,544,638.121,612.46
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,21,1634115222159213999,1634115222595005999,435,716.274,608.242
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,22,1634115222883034999,1634115223575028999,691,718.586,554.094
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,23,1634115223611028999,1634115224327048999,716,710.317,433.861
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,24,1634115224367012999,1634115224623086999,256,610.107,450.481
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,25,1634115224703042999,1634115224811049999,108,783.612,778.722
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,26,1634115225143000999,1634115225387014999,244,539.76,958.302
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,27,1634115225431055999,1634115225507705999,76,608.026,878.152
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,28,1634115225571026999,1634115225818999999,247,654.124,761.736
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,29,1634115225851059999,1634115226043041999,191,733.435,736.62
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,30,1634115226095070999,1634115226295077999,200,641.407,645.304
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,31,1634115226327050999,1634115226507046999,179,640.27,520.162
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,32,1634115226555049999,1634115226739061999,184,712.633,449.367
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,33,1634115226759037999,1634115226959062999,200,711.724,419.03
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,34,1634115226983040999,1634115227143034999,159,609.964,425.647
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,35,1634115227155020999,1634115227511000999,355,586.372,455.103
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,36,1634115227539049999,1634115227707021999,167,489.74,483.122
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,37,1634115227859030999,1634115228171048999,312,594.109,458.265
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,38,1634115228199050999,1634115228295159999,96,517.11,546.972
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,39,1634115228331035999,1634115228555066999,224,477.846,624.291
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,40,1634115228591040999,1634115228795052999,204,431.376,580.327
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,41,1634115228831065999,1634115229131064999,299,347.663,596.255
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,42,1634115229391075999,1634115229519028999,127,459.271,784.089
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,43,1634115229599010999,1634115229731033999,132,193.519,672.214
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,44,1634115229747065999,1634115230015031999,267,123.065,625.879
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,45,1634115230155004999,1634115230323038999,168,176.235,586.36
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,46,1634115230395004999,1634115230543114999,148,286.963,458.8
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,47,1634115230703050999,1634115230839060999,136,319.529,861.614
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,48,1634115230891046999,1634115230983061999,92,537.557,873.508
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,49,1634115231231060999,1634115231647021999,415,611.118,882.16
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,50,1634115231855005999,1634115232091143999,236,673.637,626.35
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,51,1634115232119035999,1634115232411066999,292,666.912,547.326
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,52,1634115232455022999,1634115232883012999,427,642.64,450.984
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,53,1634115232922997999,1634115233107046999,184,625.456,341.089
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,54,1634115233131050999,1634115233587086999,456,727.69,316.631
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,55,1634115233607088999,1634115233827060999,219,616.926,333.515
2e6f4a06-a571-41f0-b900-95045283f3a4,d2d92991-4b37-4b41-93dd-617b24b9b28a,56,1634115233863045999,1634115234115054999,252,747.552,411.619
